dev_backdoor,dev_ddos,dev_dos,dev_injection,dev_mitm,dev_normal,dev_password,dev_ransomware,dev_scanning,dev_xss,lin_backdoor,lin_ddos,lin_dos,lin_injection,lin_mitm,lin_normal,lin_password,lin_ransomware,lin_scanning,lin_xss,net_backdoor,net_ddos,net_dos,net_injection,net_mitm,net_normal,net_password,net_ransomware,net_scanning,net_xss,predicted,proba_backdoor,proba_ddos,proba_dos,proba_injection,proba_mitm,proba_normal,proba_password,proba_ransomware,proba_scanning,proba_xss
2.208881e-06,8.907377e-06,,8.61877e-05,,0.99989414,6.37367e-06,2.3972282e-10,1.7536205e-06,3.2886237e-07,,0.615681,0.0008235913,0.0007500286,0.0009202939,0.20693868,0.17357653,,0.0011882946,0.00012154727,0.0012299925,8.69761e-06,0.0013887791,0.0013437058,0.9924183,2.7930388e-05,0.00010319781,7.307866e-06,0.00046448168,0.0030075875,mitm,8.603413653218891e-05,0.0033054662177583126,0.0018939601978089596,0.00016252880855314677,0.9866084483081861,0.007311551821310757,0.0002969194690296344,2.4428436538077107e-05,0.0002536389942576233,5.702361002506301e-05
3.1838592e-06,3.8146823e-06,,3.4204717e-05,,0.9999474,7.884194e-06,9.035937e-10,3.3970218e-06,9.124638e-08,,0.6257094,0.0008330465,0.0008793612,0.00093434524,0.19934879,0.17076986,,0.0013709329,0.00015418402,0.00044526425,1.0023737e-05,0.0005697803,0.0009296389,0.9956156,2.4075911e-05,0.0001544359,7.1033796e-06,0.00028343083,0.0019606235,mitm,8.157242844532429e-05,0.003209836329036066,0.0018008651302680164,0.00015608979617616925,0.9873765414976902,0.006776126213774852,0.00027492229852499984,2.3866252902473738e-05,0.00024705279228076876,5.312726090117388e-05
2.6054686e-06,1.3183802e-06,,1.6879305e-05,,0.99997103,4.820255e-06,2.610192e-09,3.2344904e-06,6.879699e-08,,0.66316205,0.0008187154,0.0012372241,0.00068950665,0.20504302,0.12652873,,0.0022923215,0.00022839454,9.998095e-05,7.5269013e-06,0.00066895364,0.0012709717,0.996269,2.4092999e-05,0.00030108422,8.165793e-06,8.1160324e-05,0.0012689945,mitm,9.476025234000904e-05,0.0032357416696468314,0.0016758473955198125,0.00015555565297916261,0.9884718214691784,0.005835329938230868,0.0002113033554535907,2.8196867493215112e-05,0.00024221711192489841,4.9226287233077275e-05
4.857372e-06,2.0335735e-06,,3.2974007e-05,,0.9999379,1.2817867e-05,5.601979e-09,9.359561e-06,1.5881102e-07,,0.6778359,0.00085540337,0.0015034722,0.0007258858,0.19654964,0.11938534,,0.0028454766,0.0002989383,2.8853032e-05,4.1684752e-06,0.00036387006,0.0018123704,0.9966299,2.5750109e-05,0.000639034,7.805999e-06,3.1476546e-05,0.00045678127,mitm,9.173897234942595e-05,0.0031277791203223647,0.0015888317194201714,0.00015099483849324939,0.9892573264274752,0.005280676509300708,0.00019160436460400425,2.815106378097558e-05,0.00023758995450516901,4.53070297488405e-05
4.395451e-06,1.3640428e-06,,2.2405466e-05,,0.999951,1.0339055e-05,1.37985445e-08,1.004343e-05,3.2563685e-07,,0.70085293,0.0008249618,0.0017019701,0.0006533673,0.18929039,0.10231797,,0.0039432794,0.000415104,1.9279089e-05,4.3353893e-06,0.00025966993,0.0035083503,0.99453187,3.1932013e-05,0.0010023172,1.3077953e-05,2.5027919e-05,0.00060404354,mitm,9.211536452494e-05,0.0030258547093947514,0.0014863524195078222,0.00014791298363705832,0.9901499831880405,0.00462917491520701,0.00016477523261308229,2.935621034690415e-05,0.00023319597492301293,4.127900180456833e-05
6.192716e-06,2.3347795e-06,,2.7009488e-05,,0.99992573,1.817365e-05,1.0770485e-08,2.0183217e-05,4.0973e-07,,0.657375,0.0011431756,0.0024986095,0.0009757365,0.20078987,0.13208164,,0.0046997853,0.00043625192,1.2623471e-05,6.7165242e-06,0.000694013,0.013368102,0.9816598,9.4777766e-05,0.002881736,9.550713e-06,2.0407544e-05,0.0012523135,mitm,8.891344425287832e-05,0.00326736403730097,0.0016627437194119794,0.00017314546489941775,0.9883551310627381,0.005896167519964494,0.00023453435963735036,2.8076438983441503e-05,0.00024332863560316755,5.059531720809494e-05
1.5095474e-05,7.833221e-06,,0.00011573434,,0.9996106,0.000120469376,7.846575e-08,0.0001288184,1.3814017e-06,,0.6070436,0.001465056,0.00342395,0.0013302169,0.21738201,0.16293578,,0.005960425,0.00045895265,2.4385708e-05,3.6333442e-06,0.0012016055,0.010567088,0.9836322,0.00015766139,0.0032484075,3.9387255e-06,4.2828266e-05,0.0011182285,mitm,9.116943317303202e-05,0.003527671256358034,0.001968157807299033,0.0001894476428719773,0.9857410821779506,0.0078028923508744194,0.00032832128129847287,2.6426381326058916e-05,0.0002615239901413334,6.330767870705441e-05
4.500766e-05,3.1231568e-05,,0.00046457414,,0.9976324,0.0008188225,8.8272185e-07,0.0010013101,5.8647524e-06,,0.5470225,0.0018811288,0.004677584,0.0017573489,0.23810144,0.19839288,,0.007692878,0.00047427384,5.8118178e-05,2.784779e-06,0.0019628988,0.010844234,0.983461,0.00021325388,0.0020847027,3.9534984e-06,8.316697e-05,0.0012858594,mitm,9.377191499648264e-05,0.003934451262074154,0.002374691207969836,0.00021632426160211985,0.9815478077113415,0.010945142978978329,0.0004953287212544167,2.5093908993287086e-05,0.0002833714188733558,8.401661391650565e-05
0.00039435853,0.00016418002,,0.0015690246,,0.97175634,0.009260036,0.00018943954,0.016611295,5.5218974e-05,,0.51659423,0.0021829368,0.0060601905,0.0014685843,0.2492439,0.21425255,,0.009616959,0.0005806615,0.00015903823,2.7807528e-06,0.0016243143,0.01134993,0.98358846,0.00018086164,0.0019184183,3.5601522e-06,0.00010087761,0.0010717623,mitm,0.00010684158150034592,0.004668262113107217,0.0026120070257086804,0.000255081679464759,0.9770746770894154,0.014115029098803777,0.0006985085272982475,2.9414520408676035e-05,0.00033148204601073095,0.000108696318282195
0.0008063663,0.00044235884,,0.0056675575,,0.8775897,0.043661524,0.000729573,0.07084104,0.00026182152,,0.42053396,0.003200311,0.009147027,0.0013421294,0.22462259,0.32908866,,0.011312919,0.0007523044,0.00029808292,4.091243e-06,0.0008055042,0.011721796,0.9844424,0.00010186737,0.0020962704,2.008877e-06,8.056745e-05,0.0004473413,mitm,9.980691097004477e-05,0.006775119636254062,0.003082210060315033,0.0003587070631397132,0.960639811235631,0.02602701285860353,0.002277797243050354,3.552219267755865e-05,0.0005150281480153072,0.00018898465134346487
0.002144534,0.0009478958,,0.009434774,,0.4733878,0.21575049,0.003032455,0.2944442,0.00085790927,,0.30187786,0.004657895,0.014155698,0.0011226842,0.18452993,0.47949073,,0.013122561,0.0010426389,0.00050008245,5.770999e-05,0.00056101783,0.42709735,0.4752553,0.00031374543,0.09414943,2.5962477e-06,0.0001842726,0.001878491,mitm,6.493414935469648e-05,0.04417607640072181,0.0008420452824356869,0.019258323822397262,0.5089708231790192,0.10180053809057076,0.32188342587417496,0.0004801074092513752,0.0010140173296814903,0.0015097084623927222
0.003308345,0.00052974705,,0.0074680513,,0.12130202,0.42802778,0.0033019544,0.43533167,0.0007305504,,0.18766078,0.0063137556,0.020279666,0.0008265978,0.12960367,0.63991684,,0.01394019,0.0014585343,7.083744e-05,4.7606653e-05,0.00013223907,0.80862033,0.026602423,8.85099e-05,0.16258883,1.8299128e-06,9.058941e-05,0.0017567489,password,1.0254527319089211e-06,0.0075814773193271625,6.354339679452644e-06,0.018845770961147736,0.00887390000898821,0.007804535322862131,0.9564371631282269,0.00011862123114145453,3.516483316317077e-05,0.00029598740273177517
0.0028763555,0.00017928702,,0.0022605534,,0.012752253,0.5465114,0.0010874425,0.4338934,0.0004393568,,0.10689464,0.0076887007,0.025242021,0.00055244885,0.07967637,0.7643986,,0.013553396,0.0019938056,4.751839e-05,4.027644e-05,0.00010224112,0.7859678,0.024857625,0.00012287905,0.1880028,1.833779e-06,5.710718e-05,0.0007998462,password,2.4701216251643884e-07,0.0025746774146882365,1.5953001095846904e-06,0.005631042370140861,0.00193707102572377,0.002326981020426075,0.9873636186457726,3.332944975343759e-05,9.913807895973024e-06,0.00012152395332719271
0.0035655082,8.704787e-05,,0.0015074365,,0.0025105292,0.588319,0.0012706168,0.40231848,0.0004214231,,0.063314795,0.008327968,0.027170578,0.00036237744,0.04798806,0.8374305,,0.012765599,0.0026401186,1.8450777e-05,3.7092806e-05,7.5887125e-05,0.75194687,0.010516676,0.00020280405,0.23650737,1.7887054e-06,4.8713184e-05,0.00064437627,password,1.252627110609278e-07,0.0011443393095763826,1.017424644606537e-06,0.0029234280985469237,0.000919027465940172,0.001230739995056367,0.9936952016397504,1.3629535401568052e-05,5.676175823708365e-06,6.681509254870506e-05
0.0043077692,5.6677403e-05,,0.0010373776,,0.001269967,0.62002254,0.0009770918,0.37178898,0.0005396168,,0.042518422,0.008042649,0.026162341,0.00024602385,0.031406723,0.8760114,,0.012244959,0.0033673707,6.513374e-06,2.3823795e-05,9.2861046e-05,0.3089131,0.0017337756,0.00016684904,0.6885255,4.0047453e-06,6.009476e-05,0.00047343347,password,5.746473150681195e-07,4.4907361906597276e-05,3.7896377956943486e-06,0.00035277401355039744,0.00011614043444413431,0.0004355792394748921,0.9990125722432148,3.306844661512777e-06,1.921675066100436e-05,1.1138826975755862e-05
0.0034916042,6.476622e-05,,0.00050291826,,0.001127612,0.66559833,0.0006463649,0.32782838,0.00073999417,,0.032398865,0.007063679,0.023522861,0.00017507182,0.023044992,0.89755595,,0.012114202,0.0041243765,4.89074e-06,1.29520095e-05,0.000105968866,0.12678784,0.00047173037,0.000112525835,0.8720836,4.085937e-06,8.889336e-05,0.00032752028,password,9.628282284131755e-07,1.1209302355916036e-05,5.278034954441806e-06,0.00012939064870708472,4.4149202639576445e-05,0.0002305492946814643,0.9995484422313318,1.6013509749118977e-06,2.3404024265096844e-05,5.0130818613437205e-06
0.00268167,7.971121e-05,,0.0006662678,,0.0011573477,0.6745406,0.00056333124,0.3194475,0.0008636079,,0.0269408,0.005830518,0.020434441,0.0001300878,0.018600583,0.91093695,,0.012263987,0.0048626135,6.6866573e-06,8.433973e-06,7.423748e-05,0.08903742,0.00029355224,6.568432e-05,0.9101216,3.6320243e-06,0.000105127445,0.00028365495,password,1.0001616457096862e-06,8.046770870232516e-06,5.425528990098972e-06,9.958695055486168e-05,3.522313362118148e-05,0.0002001448805616769,0.9996215971478883,1.2832893666489005e-06,2.3628539640732987e-05,4.063596860451437e-06
0.0021152277,9.8307246e-05,,0.000894689,,0.001240865,0.6946209,0.0004643881,0.29932576,0.0012398204,,0.01317254,0.0038447191,0.012176916,0.00013618777,0.011834947,0.9506162,,0.006622009,0.001596526,7.1719337e-06,9.5535315e-06,6.859519e-05,0.10822216,0.00025408206,5.8290363e-05,0.8909684,3.747065e-06,9.401547e-05,0.00031403775,password,6.634226016301293e-07,7.489216746679681e-06,3.745162268180199e-06,8.015060838668068e-05,3.061358424784121e-05,0.00017336049654070206,0.9996842911177615,9.43519324935173e-07,1.5286703604731555e-05,3.456168517064354e-06
0.0017864582,0.0001270028,,0.0011150826,,0.001227605,0.67640126,0.00035723706,0.31803247,0.0009529026,,0.01133482,0.0028587065,0.010147138,0.00011335089,0.009383512,0.95843804,,0.006202962,0.0015215139,5.305961e-06,8.5598795e-06,5.0223443e-05,0.06174842,0.00013883294,6.1805535e-05,0.9376777,3.4015484e-06,7.700455e-05,0.00022882504,password,8.016048771885869e-07,5.4704696960945015e-06,4.772178459577538e-06,6.666127289814204e-05,2.6706459305818027e-05,0.00018049239411023068,0.9996905556341531,8.58037797770614e-07,2.0789314787593893e-05,2.8926339144956884e-06
0.0013459158,0.00016083053,,0.0009881969,,0.0009388854,0.68344307,0.00021528851,0.3124082,0.00049967034,,0.009816873,0.0022938743,0.009086103,9.88764e-05,0.007642585,0.963248,,0.0062565696,0.0015570128,4.011493e-06,6.5022723e-06,4.1385534e-05,0.024023622,6.1922554e-05,6.205604e-05,0.9755881,3.065568e-06,5.846858e-05,0.00015084588,password,8.967231183920022e-07,4.1223148351503535e-06,5.1613851772555254e-06,5.429669531660003e-05,2.209451654900749e-05,0.00016134550011980253,0.9997266900975454,7.462126255897898e-07,2.219776250367383e-05,2.4487922091084674e-06
0.00093804946,0.00023204077,,0.0013020205,,0.0009115046,0.69462556,0.00016650617,0.30124736,0.0005770497,,0.009779908,0.0025094876,0.008818136,9.014692e-05,0.007191582,0.9638739,,0.006295967,0.001440892,3.4086847e-06,2.6401753e-05,4.9074555e-05,0.015427842,2.0663614e-05,4.9859867e-05,0.9842503,5.213938e-06,6.0041566e-05,0.000107199616,password,9.041786647914895e-07,3.820006643995132e-06,4.982875137536495e-06,5.063620704322423e-05,2.044374659539044e-05,0.000147702635723141,0.9997477614758673,7.02515637752468e-07,2.071644577987219e-05,2.3299129069133276e-06
0.0006640277,0.00027487954,,0.0028519481,,0.0011078586,0.71079385,0.0001409342,0.2835274,0.00063908903,,0.009576208,0.0031896802,0.00976132,9.497368e-05,0.005946204,0.96371377,,0.0062656747,0.0014521775,2.60069e-06,0.000101140045,7.030845e-05,0.01665276,1.2144916e-05,4.481566e-05,0.98290515,6.2896406e-06,6.678494e-05,0.0001380372,password,8.660209986784861e-07,3.7661360376674437e-06,4.541808318637561e-06,4.9280457857409744e-05,1.932407309455941e-05,0.00013220650516017904,0.9997691474052993,6.674351981878588e-07,1.7900336429144124e-05,2.2998216061937857e-06
0.0005409124,0.00038924653,,0.011410199,,0.0012186707,0.6986266,0.00012716076,0.28695825,0.00072894007,,0.013184207,0.0045855637,0.011541638,0.00011356937,0.0068697254,0.955105,,0.0070849285,0.0015152419,1.3778108e-06,0.00019890867,0.00021813806,0.005420932,3.4117145e-06,9.876639e-05,0.9937761,1.6454347e-05,0.00015225152,0.00011371694,password,1.0178985683086892e-06,3.7238054807655223e-06,5.218454733553307e-06,5.375706724585528e-05,1.9615324885937063e-05,0.00014300133963864208,0.9997490919166906,7.261173158006155e-07,2.1483851491656068e-05,2.364223948866747e-06
0.00039913456,0.0005186002,,0.012122008,,0.0015843911,0.683609,8.052823e-05,0.3011335,0.00055272767,,0.012169168,0.00563778,0.013041389,0.00015455135,0.005624679,0.95512265,,0.0067241234,0.0015256586,1.8512554e-06,0.0005132399,0.0014386985,0.0006753688,1.1292627e-06,0.00012933055,0.99551576,0.00014399177,0.0014468193,0.00013377232,password,1.0765734456049023e-06,3.7453464560938757e-06,5.966341008021044e-06,5.58141218956978e-05,2.0564522523175524e-05,0.00015636012206790513,0.9997280662232991,7.591589737215332e-07,2.5240695796980486e-05,2.4068945335990295e-06
0.00040472831,0.0006380215,,0.008382804,,0.0016001401,0.6709071,9.2028546e-05,0.31751728,0.0004579508,,0.017479308,0.008360877,0.014671628,0.00021302605,0.006107572,0.94514424,,0.006556601,0.0014666683,5.5725764e-06,0.00027064604,0.0005486502,0.00032577448,1.5723507e-06,0.00010423275,0.99672014,0.00010460588,0.0018674294,5.1339244e-05,password,1.1743686022571244e-06,3.977688766774445e-06,6.776649070024846e-06,6.0662063787509796e-05,2.275380352573809e-05,0.00017073725335648845,0.9997010708208449,8.447549166381009e-07,2.9455709955356607e-05,2.54688717429702e-06
0.00024361016,0.0013978347,,0.035394125,,0.0021037154,0.71122146,3.151833e-05,0.24836214,0.0012456262,,0.020021332,0.009787447,0.016091611,0.00032684437,0.005849213,0.94017965,,0.006303855,0.0014400256,1.2328437e-05,0.00033632538,0.00031070682,0.00027286945,1.8112014e-06,0.00010515822,0.99611205,4.526778e-05,0.002751299,5.2179763e-05,password,1.2040000858896677e-06,3.911827359890603e-06,5.19978073130224e-06,6.38063660385418e-05,1.8756221679563877e-05,0.0001340454276206384,0.9997489174108573,7.809876672875295e-07,2.0808014667725206e-05,2.569963291991294e-06
0.00021117828,0.0020634453,,0.045825984,,0.0023462297,0.71367127,2.8356062e-05,0.23453532,0.0013182461,,0.0174755,0.009795965,0.014514587,0.00036919705,0.004000465,0.94705415,,0.0055478285,0.0012421866,1.23155705e-05,0.002007752,0.0007923277,0.0003736919,5.5134356e-06,0.00015456819,0.9906346,0.00013547226,0.005805663,7.8030134e-05,password,1.2029280574180048e-06,3.970219254075669e-06,4.975372277545444e-06,6.416102384033876e-05,1.8085026729393032e-05,0.00013407600901176793,0.9997500887254013,7.560756602984113e-07,2.0094126416744685e-05,2.5904933511287623e-06
0.00019440666,0.0026753428,,0.06824421,,0.0025487163,0.7020487,2.4645446e-05,0.22327036,0.0009936152,,0.02036363,0.012072434,0.014794285,0.00047298928,0.0033010903,0.9425409,,0.00534229,0.0011123932,1.5890391e-05,0.004434542,0.0010307595,0.00023208983,7.405395e-06,0.0005137604,0.98291403,0.00031334686,0.010456567,8.1616e-05,password,1.407896500694943e-06,4.446709191858799e-06,5.370264745490152e-06,7.664948662294735e-05,1.8912026078791437e-05,0.0001519856674515563,0.9997142486938501,8.493911646767257e-07,2.3243626485753422e-05,2.8862379079894738e-06
0.00018748669,0.0038417731,,0.10890709,,0.0024617095,0.690835,1.0671637e-05,0.19292963,0.00082660466,,0.032454938,0.019556476,0.019573968,0.0007137116,0.0032483216,0.9174746,,0.0058550835,0.0011228721,2.1426225e-05,0.010902045,0.0011275278,0.00015615311,7.6967535e-06,0.0011632534,0.9699504,0.0005942768,0.01600057,7.668901e-05,password,2.036965718776771e-06,5.881794140595389e-06,6.337880540169201e-06,0.00011537297350172394,2.1087874638080752e-05,0.00018008380545909145,0.9996352483166614,1.1408887327394457e-06,2.9068468908786437e-05,3.741031698831191e-06
0.000119836914,0.010363358,,0.18556121,,0.002730138,0.68257976,5.5310707e-06,0.11812804,0.00051212526,,0.06713037,0.044104435,0.035254754,0.0014566416,0.0042867316,0.83894324,,0.007353721,0.0014700149,2.0960852e-05,0.014918201,0.0013493818,8.67548e-05,7.50991e-06,0.0018458845,0.9613254,0.0006692591,0.019695794,8.078228e-05,password,4.433148820364731e-06,9.686271739280395e-06,8.843197044341962e-06,0.000297746378183952,2.6371110311683106e-05,0.00021263772610614792,0.9993911685951626,2.0980931788178674e-06,4.084247858826098e-05,6.1730008642704235e-06
0.000107728105,0.011289653,,0.2088851,,0.0026057092,0.7030087,5.719157e-06,0.073985286,0.00011215067,,0.16416535,0.10603718,0.06884358,0.0027114018,0.0060282913,0.64040434,,0.009741653,0.002068182,9.279872e-06,0.8385206,0.002106758,0.0006393733,4.688476e-06,0.0020365373,0.14990687,0.00019771201,0.0063579134,0.00022023599,ddos,0.00041221415902016113,0.6515303272836385,0.0005014429481333697,0.0006644670532316909,0.0008483493895402408,0.002629541748017146,0.3414196087690615,0.0001690282813937235,3.413387499331404e-05,0.0017908864929704193
0.00010728673,0.018931622,,0.20015644,,0.0023763701,0.71702474,5.7171505e-06,0.061352495,4.525937e-05,,0.32578155,0.20406368,0.11222071,0.0039241672,0.006724688,0.33445337,,0.010276002,0.0025557636,8.209796e-06,0.9883428,0.0020125892,0.00014341049,1.753979e-07,9.017675e-05,0.00032771064,1.2884462e-05,0.0070312214,0.0020308224,ddos,0.0003061940654185805,0.9826256650309347,0.0002459309390702643,0.00024359692886872676,0.00036208588702567166,0.000239821663294354,0.015021430649105468,0.00012047834154244314,4.542288720897309e-06,0.000830254206018727
0.000119499724,0.02010703,,0.281824,,0.0019090503,0.6688474,2.2721242e-06,0.027155947,3.4882585e-05,,0.48220482,0.26646993,0.11596199,0.0039753094,0.0056518055,0.11613907,,0.007386657,0.0022103845,2.6062717e-06,0.9951821,0.0007012479,0.00025646077,1.1037916e-07,2.7400018e-05,0.000120085715,4.624128e-06,0.0017645162,0.0019408005,ddos,0.0006093099486481347,0.993391548171121,0.00022615165813762793,0.0004776921163388736,0.00037909901393854626,0.0001239070965963321,0.003984423241908597,0.0002066720522038004,4.114740669298746e-06,0.0005970819604378485
0.00012639843,0.021261249,,0.5596266,,0.0011399778,0.41154006,1.055767e-06,0.0062524546,5.2274136e-05,,0.5675108,0.28231326,0.10392389,0.0034425207,0.0041131712,0.0322184,,0.004767694,0.001710325,2.211705e-06,0.9970049,0.0004367444,0.00023927762,7.486091e-08,1.9523488e-05,0.00012635719,5.413024e-06,0.00069962326,0.0014657951,ddos,0.001778072104848016,0.9924395443455327,0.0002808520863676909,0.002368314310135828,0.00033752814683825154,0.0003698251480273902,0.0014270680102819269,0.0004388057022198934,1.8059990968108056e-05,0.0005419301547798887
0.00021311521,0.017582275,,0.4931791,,0.00092566636,0.48314,1.1268231e-06,0.0049178866,4.0768362e-05,,0.5873137,0.29066244,0.10215489,0.003126696,0.0030068439,0.008815488,,0.0034823578,0.0014376073,1.3347094e-06,0.99791485,0.00020995963,0.0004563202,1.3285012e-07,1.3812055e-05,0.0001301808,2.5571262e-06,0.00024110796,0.0010298115,ddos,0.001524799579865723,0.993674208868674,0.0002473213837358479,0.0016281965689561937,0.0003674607257297982,0.00022709375857614855,0.001424271149961993,0.00040246743194175726,1.0962211891938495e-05,0.0004932183206667707
