backdoor,ddos,dos,injection,mitm,normal,password,ransomware,scanning,xss
NaN,0.01133482,0.0028587065,0.010147138,0.00011335089,0.009383512,0.95843804,NaN,0.006202962,0.0015215139
NaN,0.009816873,0.0022938743,0.009086103,9.88764e-05,0.007642585,0.963248,NaN,0.0062565696,0.0015570128
NaN,0.009779908,0.0025094876,0.008818136,9.014692e-05,0.007191582,0.9638739,NaN,0.006295967,0.001440892
NaN,0.009576208,0.0031896802,0.00976132,9.497368e-05,0.005946204,0.96371377,NaN,0.0062656747,0.0014521775
NaN,0.013184207,0.0045855637,0.011541638,0.00011356937,0.0068697254,0.955105,NaN,0.0070849285,0.0015152419
NaN,0.012169168,0.00563778,0.013041389,0.00015455135,0.005624679,0.95512265,NaN,0.0067241234,0.0015256586
NaN,0.017479308,0.008360877,0.014671628,0.00021302605,0.006107572,0.94514424,NaN,0.006556601,0.0014666683
NaN,0.020021332,0.009787447,0.016091611,0.00032684437,0.005849213,0.94017965,NaN,0.006303855,0.0014400256
NaN,0.0174755,0.009795965,0.014514587,0.00036919705,0.004000465,0.94705415,NaN,0.0055478285,0.0012421866
NaN,0.02036363,0.012072434,0.014794285,0.00047298928,0.0033010903,0.9425409,NaN,0.00534229,0.0011123932
NaN,0.032454938,0.019556476,0.019573968,0.0007137116,0.0032483216,0.9174746,NaN,0.0058550835,0.0011228721
NaN,0.06713037,0.044104435,0.035254754,0.0014566416,0.0042867316,0.83894324,NaN,0.007353721,0.0014700149
NaN,0.16416535,0.10603718,0.06884358,0.0027114018,0.0060282913,0.64040434,NaN,0.009741653,0.002068182
NaN,0.32578155,0.20406368,0.11222071,0.0039241672,0.006724688,0.33445337,NaN,0.010276002,0.0025557636
NaN,0.48220482,0.26646993,0.11596199,0.0039753094,0.0056518055,0.11613907,NaN,0.007386657,0.0022103845
NaN,0.5675108,0.28231326,0.10392389,0.0034425207,0.0041131712,0.0322184,NaN,0.004767694,0.001710325
NaN,0.5873137,0.29066244,0.10215489,0.003126696,0.0030068439,0.008815488,NaN,0.0034823578,0.0014376073
NaN,0.5981335,0.2882653,0.10152279,0.003276004,0.0025642354,0.0027153562,NaN,0.0024395967,0.0010832589
NaN,0.5875058,0.28874734,0.1130673,0.003944707,0.0025205635,0.0010548547,NaN,0.0022060324,0.00095340353
NaN,0.5801807,0.282104,0.12490451,0.0058456636,0.0028803565,0.0006083933,NaN,0.0026081377,0.0008682968
NaN,0.4505088,0.3322167,0.20574652,0.004936648,0.0017084812,0.0002632275,NaN,0.0026053588,0.0020142973
NaN,0.35967338,0.36170018,0.26558197,0.006065179,0.0018146314,0.00020078092,NaN,0.0029184858,0.0020453443
NaN,0.2416475,0.39035195,0.35166594,0.008755789,0.002023798,0.00016385678,NaN,0.003462415,0.0019287405
NaN,0.19859329,0.4155057,0.36742002,0.010625135,0.0020179513,0.00017353731,NaN,0.003642455,0.0020218752
NaN,0.14789782,0.4472576,0.3828826,0.013245876,0.0021129549,0.00017763914,NaN,0.0042134007,0.0022121682
NaN,0.09997217,0.47419998,0.3984961,0.016725933,0.0024296977,0.00018158605,NaN,0.0054264218,0.0025681758
NaN,0.065409854,0.49460906,0.40410018,0.021508116,0.0033243247,0.00019432564,NaN,0.0077548004,0.0030993698
NaN,0.045441337,0.48753074,0.4193019,0.02650383,0.005295193,0.00022537741,NaN,0.011573348,0.0041282466
NaN,0.035529915,0.50585043,0.3886836,0.034736697,0.0114918435,0.0003030817,NaN,0.01827831,0.005126146
NaN,0.033985633,0.49671558,0.36197826,0.043376673,0.028953984,0.00048260426,NaN,0.027885001,0.0066223647
NaN,0.038454466,0.45749494,0.32265285,0.051038314,0.08090552,0.00089632155,NaN,0.040036824,0.0085208
NaN,0.047016423,0.36955053,0.22762522,0.053559627,0.2409581,0.001846015,NaN,0.050281677,0.009162463
NaN,0.049086936,0.21471131,0.12878768,0.03975805,0.51105607,0.0032258206,NaN,0.045327615,0.008046538
NaN,0.03885649,0.08563005,0.04408533,0.02015422,0.77560097,0.0044465703,NaN,0.02679533,0.00443099
NaN,0.026213657,0.027722776,0.011277623,0.008055092,0.90715134,0.0054848776,NaN,0.012266389,0.0018282288
NaN,0.018552674,0.0112491455,0.004666823,0.0038226887,0.9471484,0.006331836,NaN,0.0071119433,0.0011165494
NaN,0.013848571,0.0050865123,0.0021311739,0.0019593416,0.96434593,0.0074208286,NaN,0.004475872,0.0007317829
NaN,0.011005037,0.0025300824,0.0009812054,0.0010568522,0.9718184,0.009224172,NaN,0.0029110876,0.00047312284
NaN,0.009852517,0.0015534093,0.00062018185,0.00067246397,0.97385955,0.010876929,NaN,0.0021653322,0.0003996568
NaN,0.009285838,0.001093107,0.00046449565,0.0004771262,0.9741003,0.01247854,NaN,0.0017404448,0.00036018656
NaN,0.008019171,0.0008326023,0.00038177887,0.0003647034,0.975067,0.013463856,NaN,0.0015428079,0.0003280298
NaN,0.0071931337,0.0007026063,0.00032707507,0.00029923295,0.9750788,0.014668241,NaN,0.0014224211,0.00030835412
NaN,0.006479266,0.00053708523,0.0002552487,0.00020148669,0.9726968,0.017724557,NaN,0.0015785375,0.00052699196
NaN,0.0061960896,0.0006032133,0.00029475836,0.00019362457,0.9723289,0.017374182,NaN,0.002240851,0.0007682608
NaN,0.0061120237,0.00072053,0.00038586208,0.00019566328,0.9707074,0.017305207,NaN,0.0033503424,0.0012229873
NaN,0.006125641,0.00092494156,0.0005583497,0.00021404437,0.96722513,0.017583469,NaN,0.005292965,0.002075455
NaN,0.0062585087,0.0012653514,0.00086858356,0.00025311403,0.96084005,0.018194057,NaN,0.00862313,0.0036972389
NaN,0.007554535,0.0018718643,0.0014655214,0.0003281764,0.94427055,0.02001925,NaN,0.014258426,0.010231643
NaN,0.009186669,0.0026607502,0.002348694,0.00040284623,0.91628826,0.022247147,NaN,0.02139717,0.025468498
NaN,0.011315647,0.003629003,0.0036629564,0.00046851937,0.86781144,0.023809379,NaN,0.029489655,0.059813373
NaN,0.012860688,0.004978542,0.0065024244,0.0006341732,0.7754276,0.023751695,NaN,0.036536425,0.13930857
NaN,0.014190858,0.006070604,0.009086522,0.00067330274,0.66153073,0.02146715,NaN,0.042155895,0.24482483
NaN,0.014949586,0.0067309635,0.012078884,0.0006441397,0.5015874,0.016974367,NaN,0.043663166,0.4033714
NaN,0.014840121,0.00662809,0.014316847,0.0005612992,0.33570772,0.011910562,NaN,0.03872972,0.5773057
NaN,0.01427036,0.006013551,0.01538514,0.00046477723,0.20949455,0.007936896,NaN,0.030451344,0.71598345
NaN,0.0139423795,0.005381247,0.015881287,0.00039058394,0.13199803,0.0055068634,NaN,0.022792317,0.8041073
NaN,0.012711641,0.005289942,0.019918963,0.00038838145,0.09007818,0.0046017445,NaN,0.018417241,0.848594
NaN,0.013401996,0.005565865,0.02217698,0.0003891218,0.06695578,0.0040405714,NaN,0.014945832,0.87252384
NaN,0.0136049995,0.0058978754,0.024191951,0.00039202615,0.049917735,0.0037630973,NaN,0.012085019,0.8901473
NaN,0.013529609,0.0070614675,0.028846802,0.00042560705,0.036593143,0.0034036213,NaN,0.010637189,0.8995026
NaN,0.013359968,0.008171232,0.032177184,0.00044839637,0.028547367,0.0034693114,NaN,0.009270685,0.9045559
NaN,0.013130598,0.00926121,0.03578561,0.00046902223,0.023803536,0.003654819,NaN,0.008334766,0.9055604
NaN,0.012960565,0.010413115,0.040647924,0.00049636053,0.021143153,0.0037461456,NaN,0.0076338653,0.902959
NaN,0.01382214,0.01270947,0.047177877,0.00056344416,0.021882294,0.004151804,NaN,0.009138635,0.8905545
NaN,0.0126498025,0.012212319,0.04725369,0.0005166085,0.021721607,0.0041556763,NaN,0.009351553,0.8921387
NaN,0.011656292,0.01072358,0.04334175,0.0004314373,0.02120164,0.0039941384,NaN,0.008801808,0.89984936
NaN,0.010643931,0.008647279,0.03642654,0.00033454402,0.020002356,0.0036828963,NaN,0.00761289,0.9126495
NaN,0.009459316,0.0064905398,0.028655937,0.00024809036,0.018289505,0.0032857594,NaN,0.00624371,0.9273273
NaN,0.009400638,0.0054451283,0.02361531,0.00020239332,0.016959354,0.0030341228,NaN,0.005437116,0.935906
NaN,0.009260865,0.0044019585,0.018508479,0.00016092234,0.015423525,0.002700408,NaN,0.0045715813,0.9449722
NaN,0.009493872,0.0033405614,0.013676932,0.0001260181,0.014651008,0.002364545,NaN,0.0038614844,0.95248556
NaN,0.009896952,0.0026892286,0.011716745,0.000100094,0.013897474,0.0021207763,NaN,0.003149607,0.9564292
