fridge.datetime,fridge.fridge_temperature,fridge.temp_condition,garage_door.datetime,garage_door.door_state,garage_door.sphone_signal,gps_tracker.datetime,gps_tracker.latitude,gps_tracker.longitude,modbus.datetime,modbus.FC1_Read_Input_Register,modbus.FC2_Read_Discrete_Value,modbus.FC3_Read_Holding_Register,modbus.FC4_Read_Coil,motion_light.datetime,motion_light.motion_status,motion_light.light_status,thermostat.datetime,thermostat.current_temperature,thermostat.thermostat_status,weather.datetime,weather.temperature,weather.pressure,weather.humidity,type
4/25/2019 9:45,5.65,low,,,,,,,,,,,,,,,,,,,,,,injection
4/25/2019 9:45,2,low,,,,,,,4/25/2019 9:45,1985,5317,12956,35600,4/25/2019 9:45,1, on,,,,,,,,injection
,,,,,,,,,,,,,,4/25/2019 9:45,0, off,,,,,,,,injection
4/25/2019 9:45,5,low,,,,,,,4/25/2019 9:45,1985,5317,12956,35600,4/25/2019 9:45,1, on,,,,,,,,injection
4/25/2019 9:45,3,low,,,,,,,4/25/2019 9:45,12813,61898,32399,38246,,,,,,,,,,,injection
,,,,,,,,,4/25/2019 9:45,12813,61898,32399,38246,,,,,,,,,,,injection
,,,,,,,,,4/25/2019 9:45,12813,61898,32399,38246,4/25/2019 9:45,1, on,,,,,,,,injection
4/25/2019 9:45,7.55,high,,,,,,,4/25/2019 9:45,12813,61898,32399,38246,,,,,,,,,,,injection
,,,,,,,,,,,,,,,,,3/31/2019 12:44,27.29109143,1,,,,,normal
,,,,,,,,,,,,,,,,,3/31/2019 12:44,28.76183821,1,,,,,normal
,,,,,,,,,,,,,,,,,3/31/2019 12:44,29.3456448,1,,,,,normal
,,,,,,,,,,,,,,,,,3/31/2019 12:44,29.35867285,1,,,,,normal
,,,,,,,,,,,,,,,,,3/31/2019 12:44,28.79603469,1,,,,,normal
,,,,,,,,,,,,,,,,,3/31/2019 12:44,28.36662931,1,,,,,normal
,,,,,,,,,,,,,,,,,3/31/2019 12:44,30.28712512,1,3/31/2019 12:44,40.05012859,0.770955578,9.052898033,normal
,,,,,,,,,,,,,,,,,3/31/2019 12:44,29.89019424,1,,,,,normal
,,,,,,,,,,,,,,,,,3/31/2019 12:44,29.88803148,1,,,,,normal
,,,,,,,,,,,,,,,,,3/31/2019 12:44,30.73516824,1,,,,,normal
,,,,,,,,,,,,,,,,,3/31/2019 12:44,29.63359581,1,,,,,normal
,,,,,,,,,,,,,,,,,3/31/2019 12:44,30.15001227,1,,,,,normal
,,,,,,,,,,,,,,,,,3/31/2019 12:44,30.22433302,1,,,,,normal
,,,,,,,,,,,,,,,,,3/31/2019 12:44,26.15276233,1,,,,,normal
,,,,,,,,,,,,,,,,,3/31/2019 12:44,31.12968621,1,,,,,normal
,,,,,,,,,,,,,,,,,3/31/2019 12:44,28.5551739,1,,,,,normal
,,,,,,,,,,,,,,,,,3/31/2019 12:44,34.02148217,1,,,,,normal
,,,,,,,,,,,,,,,,,3/31/2019 12:44,26.32260186,1,3/31/2019 12:44,46.93285039,0.920879841,23.4410269,normal
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:44,47.94529553,1.530889965,31.65348011,normal
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:44,35.13169337,0.483518671,31.66011907,normal
,,,,,,,,,3/31/2019 12:41,55748,15533,12517,34453,,,,,,,,,,,normal
,,,,,,,,,3/31/2019 12:41,30601,29533,33554,16264,,,,,,,,,,,normal
,,,,,,,,,3/31/2019 12:41,57432,34637,59613,16126,,,,,,,,,,,normal
,,,,,,,,,3/31/2019 12:41,4121,16147,16998,20158,3/31/2019 12:41,0, off,,,,,,,,normal
,,,,,,,,,,,,,,3/31/2019 12:41,0, off,,,,,,,,normal
,,,,,,,,,,,,,,3/31/2019 12:41,1, on,,,,,,,,normal
,,,,,,,,,,,,,,3/31/2019 12:41,0, off,,,,,,,,normal
,,,,,,,,,3/31/2019 12:41,57262,3636,21404,52696,3/31/2019 12:41,0, off,,,,3/31/2019 12:41,31.83551294,0.593801993,36.8356343,normal
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:41,32.61272137,1.872193932,22.51810612,normal
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:41,38.45354949,0.982106529,20.66410181,normal
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:41,32.00922037,1.329111857,26.77629086,normal
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:41,31.43368685,-0.175927631,57.98725379,normal
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:41,31.14640865,0.960758548,74.91072365,normal
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:41,40.32625311,0.794495735,75.20672147,normal
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:41,21.55208114,1.565163712,35.55797824,normal
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:41,41.88658799,-0.551993749,80.42158772,normal
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:41,47.62771949,0.883230465,6.765444016,normal
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:41,43.19460916,2.031701591,63.62662979,normal
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:41,26.28709847,-0.074461626,12.41849023,normal
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:41,22.43953261,1.099288144,82.63578183,normal
,,,,,,,,,,,,,,4/25/2019 22:24,0, off,,,,4/25/2019 22:24,22.89767051,-10.82640031,34.39472756,ddos
,,,,,,,,,,,,,,,,,,,,4/25/2019 22:24,31.4811767,10.40189595,90.95855849,ddos
,,,,,,,,,,,,,,,,,,,,4/25/2019 22:24,22.87114395,-10.82640031,34.39472756,ddos
,,,,,,,,,,,,,,4/25/2019 22:24,0, off,,,,4/25/2019 22:24,48.69847098,-7.206043065,10.4756337,ddos
,,,,,,,,,,,,,,4/25/2019 22:24,0, off,,,,4/25/2019 22:24,48.76605843,-7.206043065,10.4756337,ddos
,,,,,,,,,,,,,,,,,,,,4/25/2019 22:24,31.76534263,10.40189595,90.95855849,ddos
,,,,,,,,,,,,,,4/25/2019 22:24,1, on,,,,4/25/2019 22:24,23.28582507,-10.82640031,34.39472756,ddos
,,,,,,,,,,,,,,,,,,,,4/25/2019 22:24,31.92099499,10.40189595,90.95855849,ddos
,,,,,,,,,,,,,,,,,,,,4/25/2019 22:24,23.17471188,-10.82640031,34.39472756,ddos
,,,,,,,,,,,,,,4/25/2019 22:24,0, off,,,,4/25/2019 22:24,48.59047151,-7.206043065,10.4756337,ddos
,,,,,,,,,,,,,,,,,,,,4/25/2019 22:24,31.8012646,10.40189595,90.95855849,ddos
,,,,,,,,,,,,,,,,,,,,4/25/2019 22:24,23.38264051,-10.82640031,34.39472756,ddos
,,,,,,,,,,,,,,4/25/2019 22:24,0, off,,,,4/25/2019 22:24,48.89056832,-7.206043065,10.74663348,ddos
,,,,,,,,,,,,,,4/25/2019 22:24,0, off,,,,4/25/2019 22:24,48.90203536,-7.206043065,10.74663348,ddos
,,,,,,,,,,,,,,,,,,,,4/25/2019 22:24,31.59369628,10.40189595,88.90907402,ddos
,,,,,,,,,,,,,,4/25/2019 22:24,1, on,,,,4/25/2019 22:24,23.26733063,-10.99173268,34.39472756,ddos
,,,,,,,,,,,,,,4/25/2019 22:24,0, off,,,,4/25/2019 22:24,31.67721917,10.40189595,88.90907402,ddos
,,,,,,,,,,,,,,,,,,,,4/25/2019 22:24,23.68235384,-10.99173268,34.39472756,ddos
,,,,,,,,,,,,,,4/25/2019 22:24,0, off,,,,4/25/2019 22:24,48.90203536,-7.206043065,10.74663348,ddos
,,,,,,,,,,,,,,4/25/2019 22:24,0, off,,,,,,,,ddos
3/31/2019 12:40,3,low ,,,,,,,,,,,,,,,,,,,,,,normal
3/31/2019 12:40,11.5,high ,,,,,,,,,,,,,,,,,,,,,,normal
3/31/2019 12:40,5.95,low ,,,,,,,,,,,,,,,,,,,,,,normal
3/31/2019 12:40,11.7,high ,,,,,,,,,,,,,,,,,,,,,,normal
3/31/2019 12:40,10.8,high ,,,,,,,,,,,,,,,,,,,,,,normal
3/31/2019 12:40,14,high ,,,,,,,,,,,,,,,,,,,,,,normal
3/31/2019 12:40,5.7,low ,,,,,,,,,,,,,,,,,,3/31/2019 12:40,48.88574023,0.568285991,93.14401702,normal
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:40,46.58488483,0.920241478,20.59381333,normal
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:40,25.74656245,0.818566272,90.95583226,normal
3/31/2019 12:40,5.25,low ,,,,,,,,,,,,,,,,,,3/31/2019 12:40,31.99600064,0.737866704,64.30490861,normal
3/31/2019 12:40,6.55,high ,,,,,,,,,,,,,,,,,,,,,,normal
3/31/2019 12:40,1.15,low ,,,,,,,,,,,,,,,,,,,,,,normal
3/31/2019 12:40,6.4,high ,,,,,,,,,,,,,,,,,,,,,,normal
3/31/2019 12:40,9.85,high ,,,,,,,,,,,,,,,,,,,,,,normal
3/31/2019 12:40,1.15,low ,,,,,,,,,,,,,,,,,,,,,,normal
3/31/2019 12:40,9.65,high ,,,,,,,,,,,,,,,,,,,,,,normal
3/31/2019 12:40,2,low ,,,,,,,,,,,,,,,,,,,,,,normal
3/31/2019 12:40,2.3,low ,,,,,,,,,,,,,,,,,,,,,,normal
3/31/2019 12:40,8.55,high ,,,,,,,,,,,,,,,,,,,,,,normal
3/31/2019 12:40,4.2,low ,,,,,,,,,,,,,,,,,,,,,,normal
,,,3/31/2019 12:42,closed,false  ,,,,,,,,,,,,,,,,,,,normal
,,,3/31/2019 12:42,closed,false  ,,,,,,,,,,,,,,,,,,,normal
,,,3/31/2019 12:42,closed,false  ,,,,,,,,,,,,,,,,,,,normal
,,,3/31/2019 12:42,closed,false  ,,,,,,,,,,,,,,,,,,,normal
,,,3/31/2019 12:42,open,true  ,,,,,,,,,,,,,,,,,,,normal
,,,3/31/2019 12:42,closed,false  ,,,,,,,,,,,,,,,,,,,normal
,,,3/31/2019 12:42,closed,false  ,,,,,,,,,,,,,,,,,,,normal
,,,3/31/2019 12:42,closed,false  ,,,,,,,,,,,,,,,,,,,normal
,,,3/31/2019 12:42,closed,false  ,,,,,,,,,,,,,,,,,,,normal
,,,3/31/2019 12:42,closed,false  ,,,,,,,,,,,,,,,,,,,normal
,,,3/31/2019 12:42,closed,false  ,,,,,,,,,,,,,,,,,,,normal
,,,3/31/2019 12:42,closed,false  ,,,,,,,,,,,,,,,,,,,normal
,,,3/31/2019 12:42,closed,false  ,,,,,,,,,,,,,,,,,,,normal
,,,3/31/2019 12:42,closed,false  ,,,,,,,,,,,,,,,,,,,normal
,,,3/31/2019 12:42,closed,false  ,,,,,,,,,,,,,,,,,,,normal
,,,3/31/2019 12:42,open,true  ,,,,,,,,,,,,,,,,,,,normal
,,,3/31/2019 12:42,closed,false  ,,,,,,,,,,,,,,,,,,,normal
,,,3/31/2019 12:42,open,true  ,,,,,,,,,,,,,,,,,,,normal
,,,3/31/2019 12:42,closed,false  ,,,,,,,,,,,,,,,,,,,normal
,,,3/31/2019 12:42,closed,false  ,,,,,,,,,,,,,,,,,,,normal
,,,,,,,,,,,,,,3/31/2019 12:41,0, off,,,,,,,,normal
,,,,,,,,,,,,,,3/31/2019 12:41,1, on,,,,,,,,normal
,,,,,,,,,,,,,,3/31/2019 12:41,0, off,,,,,,,,normal
,,,,,,,,,,,,,,3/31/2019 12:41,0, off,,,,,,,,normal
,,,,,,,,,,,,,,3/31/2019 12:41,0, off,,,,,,,,normal
,,,,,,,,,,,,,,3/31/2019 12:41,0, off,,,,,,,,normal
,,,,,,,,,,,,,,3/31/2019 12:41,1, on,,,,,,,,normal
,,,,,,,,,,,,,,3/31/2019 12:41,0, off,,,,,,,,normal
,,,,,,,,,,,,,,3/31/2019 12:41,1, on,,,,,,,,normal
,,,,,,,,,,,,,,3/31/2019 12:41,0, off,,,,,,,,normal
