PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,type
0.04133436650347527,0.07643765657365326,0.2920356514802118,0.25475388679983146,0.33112664158739247,0.40928977060055227,0.4206321196476608,0.32681220981806847,normal
0.05064428718397829,0.08907266983448808,0.29720423131526524,0.26089610943202457,0.3284688814315261,0.4114073244891603,0.4207633497495834,0.3375749166138579,normal
0.04459281028525708,0.08085984436634777,0.2938446339218349,0.2569036258237185,0.33019642963816415,0.41003093013978004,0.42067805647690526,0.33057908105130684,normal
0.05560096638275158,0.09905184963216734,0.30389178966341257,0.26684524639959817,0.3410386266089878,0.38755284450551175,0.3681833164581268,0.3216421328958395,normal
0.5135708411009258,0.44692230311771564,0.4926580622138571,0.5417896811515708,0.9014684331757457,0.7649964764448872,0.46697762553993394,0.22307170566400752,password
0.5131053592950977,0.4462905858789729,0.49239964347242704,0.5414825894686514,0.9016013191308765,0.7648905909113496,0.466971060888052,0.222533608396862,password
0.5154328394652236,0.4494493391941815,0.49369178843119044,0.5430181451266998,0.9009368790919101,0.7654199793835014,0.46700386841353275,0.2252242850958094,password
0.5073556723958842,0.44173960069958873,0.4931433657612313,0.5403682287552738,0.9172274823295974,0.7386009004384791,0.414240103539027,0.19422382608161765,password
0.5145018047125819,0.44818573759520164,0.49317489969671663,0.5424038645174096,0.9012026612654842,0.765208247511963,0.46699075484369784,0.22414790019829853,password
0.5163638030768798,0.4507127736716674,0.49420862591405007,0.5436323284925385,0.9006711071816484,0.7656317504505771,0.4670169977172966,0.22630047963010053,password
0.5158981789890804,0.4500807221899361,0.493950104669392,0.5433250423227165,0.9008040136634041,0.7655259433081141,0.46701046453327255,0.22576200163651539,password
0.5126398063482842,0.44565870151873577,0.492141173479383,0.5411754005422807,0.9017342153493202,0.7647847445733488,0.4669645119700991,0.22199532076649672,password
0.7676926283614387,0.3600444905517904,0.028560010668514935,0.4999045134143182,0.13648419345013546,0.26573887039198507,0.5590776204050195,0.4621092693459603,ddos
0.7483631389162377,0.34771568513983053,0.03196089170314148,0.5023924040539923,0.12626778298229915,0.28206633978895634,0.5602242443704181,0.46019279060535856,ddos
0.7673470703240247,0.3595671497765645,0.028466013732867113,0.4998037859831739,0.1364372649088786,0.26599139957133877,0.5589347884564866,0.4619077622491659,ddos
0.7493134235191259,0.3490283722717014,0.03221938327617341,0.5026694044896389,0.12639683647075553,0.2813718845457336,0.560617032228884,0.4607469351215432,ddos
0.5098176421406551,0.2963176435117823,0.23725351820115634,0.7855755287104274,0.4460345462145582,0.29070361312795395,0.7950235541054621,0.6471622975428204,ddos
0.5072332538850153,0.29281362666882293,0.2356635730829896,0.7832783840888153,0.44349587590584105,0.2932139304217639,0.7933132231488269,0.645296244439284,ddos
0.7294655970178041,0.33598355569690286,0.03547926890732783,0.5050062039825964,0.11611003319103391,0.29807814771173535,0.5615494082714829,0.45852819573574977,ddos
0.7425968024395311,0.3541225051554821,0.039051152461950234,0.5088338463660785,0.11789331775879416,0.2884820388962931,0.5669770223157391,0.46618546541393774,ddos
0.7470817599009467,0.36025189626218296,0.0411580807261811,0.5116849918589834,0.12069009504442363,0.28458281111603784,0.569472928989306,0.4691598075498436,ddos
0.5448043986013584,0.31628648843818047,0.22868891816069362,0.778222473709997,0.4639709117365636,0.2608281238134954,0.7903248527566809,0.6484000036363372,ddos
0.7692403425048362,0.3621164850690721,0.029867964979737927,0.5018994757424969,0.13888207813508144,0.2639861406362366,0.5603594555160556,0.46337080115911367,ddos
0.7293792075084506,0.3358642205030965,0.035455769673415904,0.5049810221248103,0.11609830105571972,0.2981412800065739,0.5615137002843498,0.45847781896155115,ddos
0.5071468643756619,0.29269429147501647,0.23564007384907767,0.7832532022310292,0.44348414377052675,0.29327706271660225,0.7932775151616936,0.6452458676650853,ddos
0.7863310017318118,0.37141861441329854,0.02497113576259269,0.49721516791235565,0.14660674683545802,0.24991645935372123,0.557645332542555,0.4636227338929733,ddos
0.7672606808146711,0.35944781458275804,0.02844251449895524,0.4997786041253879,0.1364255327735644,0.2660545318661771,0.5588990804693533,0.46185738547496735,ddos
0.5131150375460161,0.3010044588188953,0.2363765528881979,0.7834490615302385,0.4421069548579175,0.28953728282140667,0.7951022749312515,0.6483671152072107,ddos
0.7862446122224584,0.37129927921949213,0.02494763652868076,0.49718998605456965,0.14659501470014383,0.2499795916485596,0.5576096245554216,0.4635723571187747,ddos
0.7295519865271576,0.3361028908907094,0.03550276814123976,0.5050313858403825,0.11612176532634813,0.298015015416897,0.5615851162586162,0.4585785725099484,ddos
0.5067222138538595,0.2921736544772186,0.23463760957871063,0.7815856040540696,0.4412387768446659,0.294209072639451,0.7924598838833901,0.6446392339165139,ddos
0.7313588691986156,0.33853289098941064,0.0368812201541987,0.5071018937419194,0.11855484641723682,0.2960728887766333,0.5629740753310519,0.4599912346456974,ddos
0.7078164787838279,0.11831377286165251,0.8688720201362161,0.5349733825147212,0.7536406713461496,0.37551920794006644,0.5507723681987217,0.38152437641775117,normal
0.7078166755431843,0.11831351342498173,0.8688724444978593,0.534973193057983,0.7536405931295518,0.3755196636768071,0.5507719224344411,0.38152382518716277,normal
0.7078164783936713,0.11831377315319241,0.8688720193439203,0.5349733824618641,0.7536406712270074,0.3755192073610793,0.5507723678907775,0.381524376573369,normal
0.7078168269238267,0.11831340030751034,0.8688727519085004,0.5349732135665751,0.7536406393567583,0.37551988832378563,0.5507720419167671,0.3815237648074502,normal
0.7078174766738654,0.11831273444267967,0.8688741887968063,0.5349741092242767,0.7536416306127699,0.375520938943394,0.5507711710338484,0.3815220403945353,normal
0.7078168035144492,0.1183134177999027,0.8688727043707725,0.5349732103951432,0.7536406322082212,0.3755198535845622,0.5507720234401187,0.38152377414451916,normal
0.7078172479216926,0.11831301778562009,0.8688736994669346,0.5349742943467248,0.7536416990597004,0.37552043572971444,0.5507715915467097,0.3815226043857846,normal
0.7078164795641404,0.1183137722785727,0.868872021720807,0.5349733826204355,0.7536406715844342,0.37551920909804043,0.55077236881461,0.3815243761065156,normal
0.7078171813255494,0.11831295513836501,0.8688735890291381,0.5349740692113794,0.7536415404220606,0.3755205006501913,0.5507709379201349,0.38152215819722174,normal
0.7078166902485401,0.11831361484704025,0.868872449560359,0.5349734111633213,0.7536407359212678,0.37551952175105163,0.5507725351044452,0.381524292072895,normal
0.707817403223275,0.11831352601265191,0.8688724196992854,0.534973847761302,0.7536394088274565,0.3755220557507496,0.550773202161771,0.3815241233440197,normal
0.7078173531507801,0.11831357818835186,0.8688723548189761,0.5349739242430123,0.7536394793614822,0.375521947006334,0.5507731714273558,0.38152411690482374,normal
0.7078171331026293,0.1183137426168413,0.8688719079643328,0.5349738944315535,0.7536394121652339,0.37552162045763343,0.5507729977468612,0.3815242046732718,normal
0.7078180895155165,0.11831284760166891,0.8688739675968753,0.5349748316350111,0.7536404970670809,0.37552312616106925,0.5507723689080362,0.3815223579447537,normal
0.7078181577736458,0.11831286453255593,0.8688740135769562,0.534973817137785,0.7536395867685635,0.375523304804911,0.5507732054400444,0.3815233232216783,normal
0.7078183025408542,0.1183126884208972,0.8688744001902,0.5349748604950402,0.7536405621187684,0.37552344228800283,0.5507725370455363,0.3815222729774263,normal
0.7078173782413664,0.11831344702922608,0.8688724305706137,0.5349737115291078,0.753639348722279,0.3755221479887695,0.5507725901676537,0.38152363414607415,normal
0.7078180497195745,0.11831287733873622,0.8688738867827377,0.5349748262435772,0.7536404849145679,0.3755230671043893,0.5507723374977339,0.3815223738177709,normal
0.7078185506802585,0.11831250300153684,0.8688749040901167,0.5349748941122165,0.7536406378932612,0.3755238105237716,0.550772732898009,0.38152217400449545,normal
0.7078190906759484,0.11831272377025176,0.8688744055257978,0.5349744996439887,0.7536384651353101,0.3755260014260457,0.5507746471459919,0.3815235395235643,normal
0.05342337376455819,0.09693266484259364,0.30236133159812284,0.2671825019339813,0.3330639967148713,0.39898181704048746,0.3939679171949307,0.3331452539965174,scanning
0.05342017213068345,0.0969299553946493,0.30236064780709115,0.267182457871632,0.333063845259982,0.39898071236588317,0.3939675335008486,0.33314367125052935,scanning
0.8582045376552513,0.056220052151870425,0.5611512675444739,0.06583583368318163,0.3202662098883579,0.36987749963023897,0.3422706839790439,0.21353462208748647,normal
0.8768236606989145,0.081490851791193,0.5714885260195238,0.07812253572352193,0.3149509712893765,0.37411005031474676,0.34252962887286387,0.23505975968269832,normal
0.8670461239830153,0.06821910764678715,0.5660599898946174,0.07167030410487066,0.31774192529974343,0.3718877867587226,0.3423923061369274,0.22375324472317032,normal
0.8865962886868066,0.09475106455249399,0.5769135257830567,0.08456805754403396,0.31216072544755985,0.37633501836285066,0.3426680372498969,0.24635313958006227,normal
0.8740218754219327,0.07767964478608885,0.5699316035262831,0.07626781571342875,0.31574956953703,0.3734796484942737,0.3424922217130108,0.23180736971373042,normal
0.8977659294012553,0.10990775261611502,0.5831141881908944,0.0919356178797493,0.30897173923668,0.37887734138585005,0.34282602772146575,0.25926232322099724,normal
0.8986985310743929,0.11117504427383226,0.5836322080537762,0.09255205232613317,0.30870573166740684,0.3790881990169851,0.34283878113454247,0.26034290707296653,normal
0.8628563608846495,0.06253264976913564,0.5637339137120639,0.06890589549788825,0.318937960475795,0.3709350521301059,0.34233331867356365,0.218909227139542,normal
0.8921820703567429,0.10233167141740884,0.5800145506802148,0.08825315773906675,0.3105660939859896,0.37760564476530517,0.34274681307248,0.2528103067858085,normal
0.8982334761144786,0.11054432976405484,0.5833740968220311,0.0922455441039215,0.3088385560426638,0.3789820783102228,0.3428321220790871,0.25980595198513967,normal
0.9466468673590381,0.17625070775208543,0.6102519940941045,0.12418762198549929,0.2950179634393962,0.3899923191025342,0.34351405739719465,0.3157769128890234,normal
0.9466377208644894,0.17626107950507391,0.6102335134647124,0.12419439892973597,0.29502099924163594,0.3899732048824303,0.34352425034295453,0.3157935529066509,normal
0.9466373302872149,0.1762613468351799,0.6102330468578689,0.124194532320894,0.29502135629348775,0.38997230573076597,0.343523951461849,0.31579361607342854,normal
0.946638250424781,0.17626047398287986,0.6102345826103457,0.1241937198955802,0.2950207661543749,0.38997397793962196,0.343524575399445,0.31579353512764946,normal
0.9466375502047868,0.17626111529110336,0.6102334550849514,0.1241942911549356,0.29502123892530613,0.38997266332223696,0.3435240930230242,0.3157936031285639,normal
0.832069171462148,0.2061468500243675,0.3957963244261678,0.040137062637337295,0.34431237398710346,0.07091820326683484,0.4593414851052601,0.4364039065649902,normal
0.7076087764371736,0.6157484568631868,0.044334566748153725,0.07814224045221013,0.4876700933139003,0.45595678805159406,0.374949805943139,0.338745315327768,normal
0.6885384555200331,0.6037776570326461,0.047805945484516166,0.08070567666524237,0.47748887925200667,0.4720948605640499,0.37620355386993726,0.33697996690976206,normal
0.22206946162352334,0.1370398465519391,0.5355399220793499,0.3798736137256264,0.25190468629988605,0.757190649509898,0.34980617087599064,0.304079289705045,normal
0.22199948963181143,0.1370641614520261,0.5354986700130594,0.37984918759890934,0.2519930009442025,0.7569862996070993,0.34974484895884556,0.30409718895419346,normal
0.22144561136964186,0.1371803672812129,0.5353090867482032,0.3794995297788678,0.25277083355029234,0.7552287724526405,0.3492342854885354,0.30426016756225926,normal
0.8716680404172973,0.3255612517212471,0.24415049223870983,0.5851371986846672,0.12878284649276847,0.5094065237058166,0.29129042336318556,0.2665981749815609,ddos
0.8716452639399552,0.3255658423446429,0.2441430337930085,0.5851224348643481,0.12881502649914298,0.5093339060612394,0.2912693660637765,0.2666049294394841,ddos
0.7189023364315785,0.33166212689649777,0.04162356217383084,0.5063930694807569,0.16113592710141522,0.22059546336038222,0.40305734831129636,0.381395099944494,ddos
0.7757677411455863,0.3670971856128934,0.031115429029095476,0.49860203341051623,0.19163264074583927,0.1724337750023679,0.3991532725823684,0.38648963810171755,ddos
0.7567838097377992,0.3552457209761595,0.03461030699936979,0.5011906514813345,0.1814631588192599,0.18850871521998558,0.40044272849629997,0.38477466645791014,ddos
0.7870329599836712,0.5636373099258325,0.25963669674307704,0.1663002996332566,0.40732926126669045,0.8217050722199184,0.29543505603811154,0.231033145074392,password
0.7780540547590025,0.17177751086792573,0.40520000772790454,0.04720876865962284,0.30587831269537663,0.13320793660110541,0.49066479858591433,0.44502610339344356,normal
0.7106318434667427,0.6170528468107536,0.043277115372979014,0.0774732741198271,0.47975620993722606,0.4699585684381737,0.4024404596691318,0.3525628038618421,normal
0.6536800492433815,0.5814984529005514,0.05376174928380245,0.08523912833228184,0.4492477641574877,0.5181833890910262,0.40630882741092655,0.34741788893041997,normal
0.6727503701605221,0.5934692527310919,0.050290370547439955,0.0826756921192496,0.45942897821938145,0.5020453165785703,0.4050550794841282,0.34918323734842593,normal
0.7757501321592746,0.36708228364919976,0.03111166817842098,0.498601791067595,0.19163180774394814,0.17242769929204427,0.3991511622649172,0.3864809329987832,dos
0.8711954380458824,0.3255042921257061,0.2439971776172101,0.584879003961859,0.1292880243419094,0.5082938437177152,0.29091277605596433,0.2666475273967016,injection
0.8711954415572891,0.3255042895018472,0.24399718474786924,0.5848790044375738,0.12928802541419,0.5082938489285987,0.29091277882746164,0.26664752599614133,injection
0.8712543578066291,0.32549190542210543,0.2440174101280698,0.5849162323617583,0.12920538599322762,0.5084807488742661,0.29096701552472637,0.2666301107567207,injection
0.7757501321592746,0.36708228364919976,0.03111166817842098,0.498601791067595,0.19163180774394814,0.17242769929204427,0.3991511622649172,0.3864809329987832,injection
0.7569389797701944,0.3554694894000787,0.03465354461651937,0.5012407728539853,0.1814857900879972,0.18837637491998502,0.40051203415311537,0.38486671490337304,injection
0.06751536046471596,0.105098060434231,0.2984539383366023,0.2662052286804183,0.2959216624312282,0.4652931646637938,0.5263769213765426,0.399929227564246,dos
0.7243613222913485,0.6226553214377843,0.03514204017932865,0.07578828369628196,0.4199113493864079,0.5730143126908759,0.6132381248960469,0.45505808127586805,xss
0.0784949974146476,0.10950149595056044,0.2918066934194832,0.26483375776105406,0.24728940806284477,0.5489653810015547,0.69762898414871,0.483119849103063,injection
0.07844177025147775,0.10945645137848653,0.29179532539358094,0.2648330252244965,0.2472868901253102,0.5489470157862582,0.6976226052345962,0.4830935359510116,xss
0.22062531524970616,0.13681334475856619,0.5360568659521936,0.379374614268371,0.25680809886874567,0.7486169248695442,0.3352417382721923,0.2974801828202465,mitm
0.6732067669476643,0.5935851275463198,0.049795966284720106,0.08269163747741234,0.45582451094749554,0.5082486569975319,0.4178198784721343,0.3552605474208378,xss
0.07249597932209989,0.1070568694076642,0.295367418162523,0.26557104606367177,0.27347189544243117,0.5038811251234531,0.6054059198829895,0.4382819366213513,xss
0.07172770773341125,0.10678272745884967,0.2958950439058362,0.2656775941205843,0.2772164482464469,0.4974711324084722,0.5922418302238742,0.43192038522706133,dos
0.06241806616041279,0.09414834252640245,0.29072665829854616,0.2595357170187005,0.279874166157548,0.4953534575534574,0.5921105792172005,0.4211584069932802,dos
0.07164086341455506,0.10670923368336055,0.29587649607410094,0.26567639892935874,0.27721234003257467,0.4974411681098304,0.5922314225218992,0.43187745324213545,xss
0.7037415970560627,0.6101715800171479,0.039670972114246195,0.07858863194809604,0.4172262779662917,0.5762350225657982,0.5881875069752049,0.44057094171785116,scanning
0.6657737342404886,0.5864686507436796,0.04666072805479515,0.0837658680897326,0.3968873141131327,0.6083849030010332,0.5907664188030681,0.4371409984302364,scanning
0.7226498898635558,0.6219590339461978,0.03615993958084757,0.07599897290427488,0.42739218177111143,0.5601339844106539,0.5868889862885855,0.44224852098769085,xss
0.76061775267913,0.645661963219666,0.02917018364029883,0.07082173676263842,0.4477311456242703,0.5279841039754187,0.5843100744607224,0.44567846427530555,xss
0.7036659584557687,0.6101075693094637,0.039654817551122046,0.07858759097509316,0.41722269984453203,0.5762089246282713,0.588178442202517,0.44053354934388345,xss
0.8254730154318177,0.19934236537995464,0.3926199678344422,0.04087326786832024,0.28507450642540677,0.1719130487601802,0.6330107294471929,0.5189275222962655,xss
0.060603597054875724,0.10225702810403389,0.30251143275264925,0.26704707672643513,0.32584186821295075,0.4137490676291919,0.4209724532562552,0.3486583422755335,dos
0.060517152940254226,0.1021838730095378,0.30249297039479295,0.26704588704300325,0.3258377789309397,0.4137192414148756,0.4209620935160405,0.3486156081338561,xss
0.7581244417186801,0.6446800186255013,0.03071280267324622,0.07113878676255928,0.45895588712971014,0.5086890881131476,0.5447952154942971,0.42650062592238913,scanning
0.6821998672008258,0.5973298232456806,0.04469974469901061,0.08151740543840902,0.4182861323688081,0.5728997568355781,0.5499797303262289,0.4196539215906391,xss
0.21809045770302943,0.13579561865958648,0.5375909938874983,0.37969130584611827,0.26803057876028813,0.7293089627908145,0.2957216552932327,0.27828095771533884,mitm
0.04673636095429984,0.07851576880652861,0.28888030160152045,0.25382522194986024,0.30885162828026275,0.4480776103974878,0.499760862521472,0.3650660550193053,dos
0.06256276235939173,0.09999430216828165,0.2976665783320101,0.26426649846193784,0.3043335101747058,0.4516775872133857,0.49998390657192027,0.38336148270211234,dos
0.06349372597104774,0.10125773664576748,0.2981834158148698,0.26488068182777663,0.30406773826444405,0.45188935828046145,0.4999970358756841,0.3844376772364034,dos
0.06116631694190766,0.09809915045205311,0.2968913221077205,0.2633452234131797,0.30473216804009834,0.451359930612772,0.49996421261627455,0.38174719090067577,dos
0.05558053345315889,0.09051853020127529,0.2937902936176646,0.2596601087369816,0.30632679910449656,0.4500893161488984,0.49988545080401303,0.375290012731306,dos
0.06163179874773561,0.09873086769079592,0.29714974084915036,0.26365231509609904,0.30459928208496745,0.45146581614630993,0.4999707772681564,0.3822852881678213,dos
0.04906378271512862,0.08167444870128537,0.2901724204589537,0.25536078173261423,0.30818720128481253,0.4486069544951109,0.4997935877086308,0.367756618100398,dos
0.05139119356308125,0.08483304828086283,0.2914645177590006,0.25689625462837645,0.30752277190633026,0.4491363702242194,0.49982639695771885,0.37044711539974917,dos
0.8318134252433342,0.5900444051704592,0.2548279431534428,0.15992500791284,0.4108091382648341,0.8229597110937359,0.3552094421284845,0.2662174449891111,mitm
0.7554052593241636,0.643664221884265,0.03355825550929148,0.07079662862177272,0.4803905328400092,0.47203941271487765,0.46844386299427143,0.39013797238928316,scanning
0.755491648833517,0.6437835570780714,0.03358175474320352,0.07082181047955888,0.48040226497532346,0.4719762804200392,0.4684795709814047,0.3901883491634818,scanning
0.6794695336930153,0.5962583633373288,0.04753776739038934,0.08115110090504565,0.43971260513369154,0.5363391735853479,0.4736016866499977,0.38327808581405365,scanning
0.736334938407023,0.6316934220537247,0.037029634245653975,0.07336006483480487,0.4702093187781156,0.4881774852273336,0.4696976109210697,0.3883726239712772,scanning
0.717523786017943,0.6200806278046035,0.040571510683752476,0.0759990466211952,0.4600633011221646,0.5041261608552743,0.4710584828092678,0.386758405875867,scanning
0.660399212775875,0.5842875635067882,0.05100914612675178,0.08371453711807783,0.4295313910717978,0.5524772460978037,0.47485543457679597,0.38151273739604774,scanning
0.719330668689401,0.6225106279033045,0.04194996269671131,0.07806955452273204,0.46249638221305334,0.5021840342150106,0.47244744188170357,0.3881710680116161,scanning
0.6982806860820956,0.6078711575864499,0.043995890952290784,0.07851211911865535,0.4498586227896425,0.5203904979574071,0.4722408147617996,0.38489230390946383,scanning
0.6792967546743085,0.5960196929497159,0.04749076892256532,0.08110073718947353,0.4396891408630631,0.5364654381750247,0.47353027067573117,0.3831773322656565,scanning
0.6603128232665214,0.5841682283129819,0.05098564689283974,0.08368935526029173,0.42951965893648364,0.5525403783926421,0.47481972658966265,0.3814623606218491,scanning
0.7362485488976696,0.631574086859918,0.037006135011741936,0.07333488297701882,0.4701975866428013,0.48824061752217196,0.46966190293393645,0.3883222471970786,scanning
0.6903976242638492,0.6046712137688879,0.04730155104465594,0.08031258502467908,0.4734709631591014,0.47926521929728244,0.39017149975164966,0.34412559875377263,normal
0.6714136928560622,0.5928197491321539,0.05079642901493042,0.08290120309549745,0.4633014812325219,0.49534015951489996,0.3914609556655812,0.3424106271099653,normal
0.6292239078412302,0.26695223473958973,0.4493982146118694,0.8655004522093008,0.4459268917428192,0.5214751057481403,0.508896235939377,0.44195966758530764,ddos
0.6292239105723242,0.2669522326988105,0.4493982201579377,0.8655004525793009,0.44592689257681517,0.5214751098010496,0.5088962380949861,0.4419596664959829,ddos
0.6292215230006908,0.2669526112029761,0.4493976207968041,0.8654986927724551,0.4459303688051391,0.5214673109995869,0.5088939967345303,0.4419604039137752,ddos
0.6292213487260052,0.2669527709469522,0.44939734050004654,0.8654988356930082,0.4459304872361564,0.5214669835032147,0.5088938767563134,0.44196042060276813,ddos
