fridge.datetime,fridge.fridge_temperature,fridge.temp_condition,garage_door.datetime,garage_door.door_state,garage_door.sphone_signal,gps_tracker.datetime,gps_tracker.latitude,gps_tracker.longitude,modbus.datetime,modbus.FC1_Read_Input_Register,modbus.FC2_Read_Discrete_Value,modbus.FC3_Read_Holding_Register,modbus.FC4_Read_Coil,motion_light.datetime,motion_light.motion_status,motion_light.light_status,thermostat.datetime,thermostat.current_temperature,thermostat.thermostat_status,weather.datetime,weather.temperature,weather.pressure,weather.humidity,fridge.is_off,garage_door.is_off,gps_tracker.is_off,modbus.is_off,motion_light.is_off,thermostat.is_off,weather.is_off
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9216296721203779,0.5,0.0,0.0,0.0,0.0,0.0,0.0011654797683556817,0.026546197042147224,0.014705162146638407,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9216296721203779,0.5,0.0,0.9206100107675792,0.5736871235371819,1.0,0.931640575174959,0.6444142977508543,0.6595835875640162,0.16142497011886475,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0.916641832550594,0.9178571428571428,1.0,0.91835048484863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9216296721203779,0.5,0.0,0.0,0.0,0.0,0.931640575174959,0.07329008674403292,0.6088389878444926,0.21661618126794147,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.916641832550594,0.22857142857142856,0.0,0.91835048484863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011654797683556817,0.026546197042147224,0.014705162146638407,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.916641832550594,0.1357142857142857,0.0,0.91835048484863,0.0,0.0,0.9347196198654124,0.08439494436157946,0.08570583818488973,0.9334401160653647,0.34166781151257036,0.111785888671875,0.7134332458335877,0.8155625753483191,0.0,0.0,0.0,0.9206100107675792,0.6526640771268717,1.0,0.931640575174959,0.6561176362149049,0.6595835875640162,0.16142497011886475,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.9347196198654124,0.08566048379861023,0.08548457322229795,0.9334401160653647,0.34166781151257036,0.111785888671875,0.7134332458335877,0.8155625753483191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011654797683556817,0.026546197042147224,0.014705162146638407,1.0,1.0,0.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9216296721203779,1.0,1.0,0.0,0.0,0.0,0.0,0.0011654797683556817,0.026546197042147224,0.014705162146638407,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9216296721203779,1.0,1.0,0.0,0.0,0.0,0.0,0.0011654797683556817,0.026546197042147224,0.014705162146638407,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.916641832550594,0.28928571428571426,0.0,0.91835048484863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9216296721203779,1.0,1.0,0.9206100107675792,0.5484194097049571,1.0,0.931640575174959,0.07941968215104911,0.6088389878444926,0.21661618126794147,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.916641832550594,0.6321428571428571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011654797683556817,0.026546197042147224,0.014705162146638407,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.916641832550594,0.9678571428571429,1.0,0.91835048484863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011654797683556817,0.026546197042147224,0.014705162146638407,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.91835048484863,0.0,0.0,0.9347196198654124,0.08450265091640523,0.0858287479724656,0.9334401160653647,0.6096075468241975,0.1831512451171875,0.1952719614187168,0.6063117093195379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011654797683556817,0.026546197042147224,0.014705162146638407,1.0,0.0,0.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.9347196198654124,0.0857369179233238,0.08552110351167003,0.9334401160653647,0.6096075468241975,0.1831512451171875,0.1952719614187168,0.6063117093195379,0.0,0.0,0.0,0.9206100107675792,0.6223876398604471,1.0,0.931640575174959,0.6578813154362265,0.6595835875640162,0.16142497011886475,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.91835048484863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9206100107675792,0.5373064598941379,1.0,0.931640575174959,0.08186050887194685,0.6088389878444926,0.21661618126794147,1.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.91835048484863,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011654797683556817,0.026546197042147224,0.014705162146638407,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0.916641832550594,0.37857142857142856,0.0,0.91835048484863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011654797683556817,0.026546197042147224,0.014705162146638407,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.916641832550594,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011654797683556817,0.026546197042147224,0.014705162146638407,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.916641832550594,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011654797683556817,0.026546197042147224,0.014705162146638407,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9216296721203779,0.5,0.0,0.0,0.0,0.0,0.0,0.0011654797683556817,0.026546197042147224,0.014705162146638407,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.9347196198654124,0.08467181815702532,0.08591344731415014,0.9334401160653647,0.6096075468241975,0.1831512451171875,0.1952719614187168,0.6063117093195379,0.9216296721203779,0.5,0.0,0.0,0.0,0.0,0.0,0.0011654797683556817,0.026546197042147224,0.014705162146638407,1.0,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9076364837893423,0.383419259286779,0.9431981489557002,0.7692530057306961,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9076364837893423,0.26849323566116223,0.08748743550641974,0.3358432213192731,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9076364837893423,0.3966475862863946,0.9351523068756318,0.7692530057306961,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8978835156489093,1.0,1.0,0.0,0.0,0.0,0.9076364837893423,0.9402051311516747,0.17694586519215266,0.19258266295780327,1.0,1.0,1.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8978835156489093,0.5,0.0,0.0,0.0,0.0,0.9076364837893423,0.2593041838751584,0.08748743550641974,0.3358432213192731,1.0,1.0,1.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9076364837893423,0.9441485856037889,0.17694586519215266,0.19258266295780327,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8978835156489093,0.5,0.0,0.0,0.0,0.0,0.9076364837893423,0.4125556736592336,0.9351523068756318,0.7692530057306961,1.0,1.0,1.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9076364837893423,0.25121921847384576,0.08748743550641974,0.3358432213192731,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9076364837893423,0.40753189528121314,0.9376110922638643,0.7692530057306961,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8979075502202368,1.0,1.0,0.0,0.0,0.0,0.9076364837893423,0.9331800003711678,0.17694586519215266,0.19258266295780327,1.0,1.0,1.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9076607794283965,0.24686594147473884,0.08748743550641974,0.3358432213192731,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8979075502202368,0.5,0.0,0.0,0.0,0.0,0.9076607794283965,0.9307728389667426,0.17694586519215266,0.19258266295780327,1.0,1.0,1.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9076607794283965,0.4249171888588167,0.9376110922638643,0.7692530057306961,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9076607794283965,0.41068192106047496,0.9376110922638643,0.8106724384380993,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9076607794283965,0.23314463333654545,0.08748743550641974,0.3358432213192731,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8979075502202368,0.5,0.0,0.0,0.0,0.0,0.9076607794283965,0.9174349836228041,0.17694586519215266,0.19258266295780327,1.0,1.0,1.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9076607794283965,0.42540734534686286,0.9376110922638643,0.8106724384380993,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9076607794283965,0.23217587440581056,0.08748743550641974,0.3358432213192731,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8979075502202368,0.5,0.0,0.0,0.0,0.0,0.9076607794283965,0.9055079238403153,0.17694586519215266,0.19258266295780327,1.0,1.0,1.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8979075502202368,1.0,1.0,0.0,0.0,0.0,0.9076607794283965,0.2303190670835764,0.08748743550641974,0.3358432213192731,1.0,1.0,1.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018513276959352183,0.8568700939605537,0.587617571219152,0.4590681112467656,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018513276959352183,0.24752974584134346,0.5129062906107267,0.7006524755613597,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018513276959352183,0.9383383011301346,0.5677049546713336,0.7061094460987953,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018513276959352183,0.7639159167262463,0.570052205226041,0.2707512089032618,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018513276959352183,0.8682198829050004,0.5975407468396253,0.5375051995492566,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018513276959352183,0.336733892667482,0.5942238518299724,0.09097472568311776,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018513276959352183,0.17099217286054358,0.6081045127522412,0.8946895998889254,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018513276959352183,0.731482987433392,0.560364206208105,0.09495642710428032,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018513276959352183,0.8332553956227059,0.5755942766235562,0.3766171668339798,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018513276959352183,0.6932516123771261,0.5760821305647389,0.49185090286791716,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018513276959352183,0.9026081358971701,0.538417114891754,0.9288330063045999,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018513276959352183,0.857205003675981,0.5465084611476654,0.1317777300607122,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018513276959352183,0.19091574442322057,0.5643383171250645,0.03624511852878317,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018513276959352183,0.9283235747392352,0.5245133438419646,0.13750084377955515,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018513276959352183,0.22603112510821677,0.48366401910895346,0.8146734224020628,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018549036886293432,0.6703607027827387,0.0236053466796875,0.8147396373847751,0.953837232370401,0.0,0.0,0.0,0.0,0.0,0.0,0.018513276959352183,0.43271269636643905,0.5334346717542577,0.6247222734935518,1.0,1.0,1.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018549036886293432,0.4879791180107157,0.57550048828125,0.019809535437396983,0.5667872239771704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011654797683556817,0.026546197042147224,0.014705162146638407,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018549036886293432,0.1738944604722871,0.942901611328125,0.8925279286978817,0.8505241953944056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011654797683556817,0.026546197042147224,0.014705162146638407,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018549036886293432,0.1738944604722871,0.942901611328125,0.8925279286978817,0.8505241953944056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011654797683556817,0.026546197042147224,0.014705162146638407,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018549036886293432,0.1738944604722871,0.942901611328125,0.8925279286978817,0.8505241953944056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011654797683556817,0.026546197042147224,0.014705162146638407,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,0.9384197934154467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011654797683556817,0.026546197042147224,0.014705162146638407,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.9384197934154467,0.0,0.0,0.0,0.0,0.0,0.953839188126669,0.4792935537543313,0.051483154296875,0.8655301874122459,0.9079949335408751,0.0,0.0,0.0,0.0,0.0,0.0,0.9520003207024356,0.05417813811023098,0.5329766663953461,0.8134324928221416,1.0,0.0,1.0,0.0,1.0,1.0,0.0
0.9366977053276749,0.5392857142857143,1.0,0.9384437424710157,1.0,0.0,0.0,0.0,0.0,0.953839188126669,0.4792935537543313,0.051483154296875,0.8655301874122459,0.9079949335408751,0.9417946774640643,0.5,0.0,0.9407527061995408,0.32315678234003453,1.0,0.9520003207024356,0.2104117883993526,0.609296725720547,0.7753054433081662,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.9366977053276749,0.31785714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011654797683556817,0.026546197042147224,0.014705162146638407,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9366977053276749,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011654797683556817,0.026546197042147224,0.014705162146638407,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9366977053276749,0.7142857142857142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9417946774640643,0.5,0.0,0.9407527061995408,0.6281234647560585,1.0,0.9520246163414898,0.2174406411650307,0.609296725720547,0.7753054433081662,0.0,1.0,1.0,1.0,0.0,0.0,0.0
