fridge.datetime,fridge.fridge_temperature,fridge.temp_condition,garage_door.datetime,garage_door.door_state,garage_door.sphone_signal,gps_tracker.datetime,gps_tracker.latitude,gps_tracker.longitude,modbus.datetime,modbus.FC1_Read_Input_Register,modbus.FC2_Read_Discrete_Value,modbus.FC3_Read_Holding_Register,modbus.FC4_Read_Coil,motion_light.datetime,motion_light.motion_status,motion_light.light_status,thermostat.datetime,thermostat.current_temperature,thermostat.thermostat_status,weather.datetime,weather.temperature,weather.pressure,weather.humidity,disk.RDDSK,disk.WRDSK,disk.WCANCL,disk.DSK,memory.MINFLT,memory.MAJFLT,memory.VSTEXT,memory.VSIZE,memory.RSIZE,memory.VGROW,memory.RGROW,memory.MEM,process.TRUN,process.TSLPI,process.TSLPU,process.POLI,process.NICE,process.PRI,process.RTPR,process.CPUNR,process.Status,process.EXC,process.State,process.CPU,PID,CMD,src_ip,src_port,dst_ip,dst_port,proto,service,duration,src_bytes,dst_bytes,conn_state,missed_bytes,src_pkts,src_ip_bytes,dst_pkts,dst_ip_bytes,dns_query,dns_qclass,dns_qtype,dns_rcode,dns_AA,dns_RD,dns_RA,dns_rejected,ssl_version,ssl_cipher,ssl_resumed,ssl_established,ssl_subject,ssl_issuer,http_trans_depth,http_method,http_uri,http_version,http_request_body_len,http_response_body_len,http_status_code,http_user_agent,http_orig_mime_types,http_resp_mime_types,weird_name,weird_addl,weird_notice,type
,,,,,,,,,,,,,,4/26/2019 12:04,1.0, on,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,13535.0,<pop3-login>,192.168.1.30,62947,192.168.1.186,5730,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
,,,,,,,,,,,,,,4/26/2019 12:05,0.0, off,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,13554.0,<pop3-login>,192.168.1.30,62947,192.168.1.186,5810,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
,,,,,,,,,,,,,,4/26/2019 12:05,0.0, off,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,13558.0,<pop3-login>,192.168.1.30,62947,192.168.1.186,9,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
,,,,,,,,,,,,,,4/26/2019 12:05,0.0, off,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,13566.0,<pop3-login>,192.168.1.30,62947,192.168.1.186,90,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
,,,,,,,,,,,,,,4/26/2019 12:05,1.0, on,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,13572.0,<pop3-login>,192.168.1.30,62947,192.168.1.186,901,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
,,,,,,,,,,,,,,4/26/2019 12:05,1.0, on,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,13576.0,<pop3-login>,192.168.1.30,62947,192.168.1.186,903,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
,,,,,,,,,,,,,,4/26/2019 12:05,0.0, off,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,13593.0,<pop3-login>,192.168.1.30,62950,192.168.1.133,1023,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
,,,,,,,,,,,,,,4/26/2019 12:05,0.0, off,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,13597.0,<pop3-login>,192.168.1.30,62955,192.168.1.49,5550,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
,,,,,,,,,,,,,,4/26/2019 12:05,0.0, off,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,13601.0,<pop3-login>,192.168.1.31,35799,192.168.1.133,636,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
,,,,,,,,,,,,,,4/26/2019 12:05,0.0, off,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,13620.0,<pop3-login>,192.168.1.31,38143,192.168.1.133,10621,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
,,,,,,,,,,,,,,4/28/2019 15:57,0.0, off,,,,,,,,0.0,8.0,0.0,0.12,,,,,,,,,,,,,,,,,,,,,3894.0,atop,192.168.1.193,49754,192.168.1.37,8080,tcp,-,0.000194,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,,,,,,,,,,,,4/28/2019 15:57,1.0, on,,,,,,,,0.0,16.0,0.0,0.11,,,,,,,,,,,,,,,,,,,,,3894.0,atop,192.168.1.193,49754,192.168.1.37,8080,tcp,-,0.000222,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,,,,,,,,,,,,4/28/2019 15:57,0.0, off,,,,,,,,0.0,16.0,0.0,0.17,,,,,,,,,,,,,,,,,,,,,3894.0,atop,192.168.1.193,49754,192.168.1.37,8080,tcp,-,7e-06,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,,,,,,,,,,,,4/28/2019 15:57,0.0, off,,,,,,,,0.0,16.0,0.0,0.15,,,,,,,,,,,,,,,,,,,,,3894.0,atop,192.168.1.193,49754,192.168.1.37,8080,tcp,-,8e-05,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,,,,,,,,,,,,4/28/2019 15:57,1.0, on,,,,,,,,0.0,12.0,0.0,0.11,,,,,,,,,,,,,,,,,,,,,3894.0,atop,192.168.1.193,49754,192.168.1.37,8080,tcp,-,0.00022,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,,,,,,,,,,,,4/28/2019 15:57,0.0, off,,,,,,,,0.0,8.0,0.0,0.1,,,,,,,,,,,,,,,,,,,,,3894.0,atop,192.168.1.193,49754,192.168.1.37,8080,tcp,-,0.000117,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,,,,,,,,,,,,4/28/2019 15:57,1.0, on,,,,,,,,0.0,16.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,3894.0,atop,192.168.1.193,49756,192.168.1.33,80,tcp,-,0.000133,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,,,,,,,,,,,,4/28/2019 15:57,0.0, off,,,,,,,,0.0,12.0,0.0,0.17,,,,,,,,,,,,,,,,,,,,,3894.0,atop,192.168.1.193,49756,192.168.1.33,80,tcp,-,0.000159,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,,,,,,,,,,,,4/28/2019 15:57,0.0, off,,,,,,,,0.0,20.0,0.0,0.21,,,,,,,,,,,,,,,,,,,,,3894.0,atop,192.168.1.193,49756,192.168.1.33,80,tcp,-,0.000114,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,,,,,,,,,,,,4/28/2019 15:57,0.0, off,,,,,,,,0.0,12.0,0.0,0.14,,,,,,,,,,,,,,,,,,,,,3894.0,atop,192.168.1.193,49756,192.168.1.33,80,tcp,-,0.000147,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,,,,,,,,,,,,4/28/2019 15:57,0.0, off,,,,,,,,0.0,20.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,3894.0,atop,192.168.1.193,49756,192.168.1.33,80,tcp,-,0.00019,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,,,,,,,,,,,,4/28/2019 15:57,0.0, off,,,,,,,,0.0,8.0,0.0,0.14,,,,,,,,,,,,,,,,,,,,,3894.0,atop,192.168.1.193,49756,192.168.1.33,80,tcp,-,0.000153,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,,,,,,,,,,,,4/28/2019 15:57,0.0, off,,,,,,,,0.0,12.0,0.0,0.05,,,,,,,,,,,,,,,,,,,,,3894.0,atop,192.168.1.193,49756,192.168.1.33,80,tcp,-,0.000187,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,,,,,,,,,,,,4/28/2019 15:57,1.0, on,,,,,,,,0.0,12.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,3894.0,atop,192.168.1.193,49756,192.168.1.33,80,tcp,-,0.000321,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,,,,,,,,,,,,4/28/2019 15:57,0.0, off,,,,,,,,0.0,12.0,0.0,0.1,,,,,,,,,,,,,,,,,,,,,3894.0,atop,192.168.1.193,49756,192.168.1.33,80,tcp,-,0.000122,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,,,,,,,,,,,,4/28/2019 15:57,0.0, off,,,,,,,,0.0,20.0,0.0,0.07,,,,,,,,,,,,,,,,,,,,,3894.0,atop,192.168.1.193,49756,192.168.1.33,80,tcp,-,0.000198,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,,,,,,,,,,,,4/28/2019 15:57,1.0, on,,,,,,,,0.0,12.0,0.0,0.16,,,,,,,,,,,,,,,,,,,,,3894.0,atop,192.168.1.193,49756,192.168.1.33,80,tcp,-,0.000202,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,,,,,,,,,,,,4/28/2019 15:57,0.0, off,,,,,,,,0.0,16.0,0.0,0.13,,,,,,,,,,,,,,,,,,,,,3894.0,atop,192.168.1.193,49756,192.168.1.33,80,tcp,-,0.002005,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,,,,,,,,,,,,4/28/2019 15:57,0.0, off,,,,,,,,0.0,16.0,0.0,0.18,,,,,,,,,,,,,,,,,,,,,3894.0,atop,192.168.1.193,49756,192.168.1.33,80,tcp,-,0.003119,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,,,,,,,,,,,,4/28/2019 15:57,0.0, off,,,,,,,,0.0,12.0,0.0,0.12,,,,,,,,,,,,,,,,,,,,,3894.0,atop,192.168.1.193,49757,192.168.1.37,8080,tcp,-,0.000162,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,4/28/2019 22:37,closed,0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,659.0,944.5,10900.0,0.0,488.0,0.0,0.0,6.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.0,2689.0,indicator-date,192.168.1.193,49667,192.168.1.33,80,tcp,-,0.000141,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,4/28/2019 22:37,closed,0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,659.0,944.5,9460.0,0.0,1420.0,0.0,0.0,6.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.0,2689.0,indicator-date,192.168.1.193,49667,192.168.1.33,80,tcp,-,0.000143,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,4/28/2019 22:38,closed,0,,,,,,,,,,,,,,,,,,,,,,,55.0,8.0,659.0,944.5,9084.0,0.0,232.0,0.0,0.0,6.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.0,2689.0,indicator-date,192.168.1.193,49667,192.168.1.33,80,tcp,-,9.6e-05,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,4/28/2019 22:38,closed,0,,,,,,,,,,,,,,,,,,,,,,,2959.0,21.0,659.0,944.5,8868.0,944.5,8868.0,0.0,0.0,6.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.0,2689.0,indicator-date,192.168.1.193,49667,192.168.1.33,80,tcp,-,0.000125,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,4/28/2019 22:38,closed,0,,,,,,,,,,,,,,,,,,,,,,,16.0,3.0,659.0,944.5,8940.0,0.0,72.0,0.0,0.0,6.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.0,2689.0,indicator-date,192.168.1.193,49667,192.168.1.33,80,tcp,-,0.000338,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,4/28/2019 22:38,open,1,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,659.0,944.5,8936.0,0.0,4.0,0.0,0.0,6.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.0,2689.0,indicator-date,192.168.1.193,49667,192.168.1.33,80,tcp,-,0.000114,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,4/28/2019 22:38,closed,0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,659.0,944.5,6616.0,0.0,924.0,0.0,0.0,6.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.0,2689.0,indicator-date,192.168.1.193,49667,192.168.1.33,80,tcp,-,0.000129,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,4/28/2019 22:38,open,1,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,659.0,944.5,6616.0,0.0,0.0,0.0,0.0,6.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.0,2689.0,indicator-date,192.168.1.193,49669,192.168.1.37,8080,tcp,-,0.000121,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,4/28/2019 22:38,closed,0,,,,,,,,,,,,,,,,,,,,,,,37.0,12.0,659.0,944.5,6748.0,0.0,136.0,0.0,0.0,6.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.0,2689.0,indicator-date,192.168.1.193,49669,192.168.1.37,8080,tcp,-,0.000139,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,4/28/2019 22:38,closed,0,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,659.0,944.5,6848.0,0.0,100.0,0.0,0.0,6.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.0,2689.0,indicator-date,192.168.1.193,49669,192.168.1.37,8080,tcp,-,0.000137,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,4/28/2019 22:38,open,1,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,659.0,944.5,4756.0,0.0,2064.0,0.0,0.0,6.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.0,2689.0,indicator-date,192.168.1.193,49669,192.168.1.37,8080,tcp,-,0.000176,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,4/28/2019 22:38,closed,0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,659.0,944.5,4592.0,0.0,56.0,0.0,0.0,6.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.0,2689.0,indicator-date,192.168.1.193,49669,192.168.1.37,8080,tcp,-,0.000228,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,4/28/2019 22:38,closed,0,,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,659.0,944.5,4612.0,0.0,24.0,0.0,0.0,6.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.0,2689.0,indicator-date,192.168.1.193,49669,192.168.1.37,8080,tcp,-,5e-06,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,4/28/2019 22:38,closed,0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,659.0,944.5,4608.0,0.0,4.0,0.0,0.0,6.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.0,2689.0,indicator-date,192.168.1.193,49669,192.168.1.37,8080,tcp,-,0.000111,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,4/28/2019 22:38,closed,0,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,659.0,944.5,4600.0,0.0,0.0,0.0,0.0,6.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.0,2689.0,indicator-date,192.168.1.193,49669,192.168.1.37,8080,tcp,-,0.000293,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,4/28/2019 22:38,closed,0,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,659.0,944.5,4448.0,0.0,16.0,0.0,0.0,6.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.0,2689.0,indicator-date,192.168.1.193,49670,192.168.1.33,80,tcp,-,0.002364,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,4/28/2019 22:38,closed,0,,,,,,,,,,,,,,,,,,,,,,,11.0,2.0,659.0,944.5,4540.0,0.0,92.0,0.0,0.0,6.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.0,2689.0,indicator-date,192.168.1.193,49669,192.168.1.37,8080,tcp,-,0.00012,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,4/28/2019 22:38,closed,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.0,2689.0,indicator-date,192.168.1.193,49669,192.168.1.37,8080,tcp,-,0.000122,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,4/28/2019 22:38,closed,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0.0,norm,0.0,120.0,0.0,1.0,-,0.0,S,0.0,2689.0,indicator-date,192.168.1.193,49669,192.168.1.37,8080,tcp,-,0.00013,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
,,,4/28/2019 22:38,open,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0.0,norm,0.0,120.0,0.0,3.0,-,0.0,S,0.0,2689.0,indicator-date,192.168.1.193,49670,192.168.1.33,80,tcp,-,0.00012,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor
