fridge.datetime_dev,fridge.fridge_temperature_dev,fridge.temp_condition_dev,garage_door.datetime_dev,garage_door.door_state_dev,garage_door.sphone_signal_dev,gps_tracker.datetime_dev,gps_tracker.latitude_dev,gps_tracker.longitude_dev,modbus.datetime_dev,modbus.FC1_Read_Input_Register_dev,modbus.FC2_Read_Discrete_Value_dev,modbus.FC3_Read_Holding_Register_dev,modbus.FC4_Read_Coil_dev,motion_light.datetime_dev,motion_light.motion_status_dev,motion_light.light_status_dev,thermostat.datetime_dev,thermostat.current_temperature_dev,thermostat.thermostat_status_dev,weather.datetime_dev,weather.temperature_dev,weather.pressure_dev,weather.humidity_dev,type_dev,disk.RDDSK_lin,disk.WRDSK_lin,disk.WCANCL_lin,disk.DSK_lin,memory.MINFLT_lin,memory.MAJFLT_lin,memory.VSTEXT_lin,memory.VSIZE_lin,memory.RSIZE_lin,memory.VGROW_lin,memory.RGROW_lin,memory.MEM_lin,process.TRUN_lin,process.TSLPI_lin,process.TSLPU_lin,process.POLI_lin,process.NICE_lin,process.PRI_lin,process.RTPR_lin,process.CPUNR_lin,process.Status_lin,process.EXC_lin,process.State_lin,process.CPU_lin,PID_lin,CMD_lin,type_lin,src_ip_net,src_port_net,dst_ip_net,dst_port_net,proto_net,service_net,duration_net,src_bytes_net,dst_bytes_net,conn_state_net,missed_bytes_net,src_pkts_net,src_ip_bytes_net,dst_pkts_net,dst_ip_bytes_net,dns_query_net,dns_qclass_net,dns_qtype_net,dns_rcode_net,dns_AA_net,dns_RD_net,dns_RA_net,dns_rejected_net,ssl_version_net,ssl_cipher_net,ssl_resumed_net,ssl_established_net,ssl_subject_net,ssl_issuer_net,http_trans_depth_net,http_method_net,http_uri_net,http_version_net,http_request_body_len_net,http_response_body_len_net,http_status_code_net,http_user_agent_net,http_orig_mime_types_net,http_resp_mime_types_net,weird_name_net,weird_addl_net,weird_notice_net,type_net,device_label,linux_label,network_label,final_label
,,,,,,,,,,,,,,,,,3/31/2019 12:44,28.58040281,1,,,,,normal,0,0,0,0,,,,,,,,,,,,,,,,,,,,,10288,apache2,ddos,192.168.1.30,34662,192.168.1.190,80,tcp,-,0.000808,0,0,S1,0,2,112,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ddos,scanning,scanning,scanning,scanning
,,,,,,,,,,,,,,,,,3/31/2019 12:44,25,0,,,,,normal,0,0,0,0,,,,,,,,,,,,,,,,,,,,,10290,apache2,ddos,192.168.1.30,34664,192.168.1.190,80,tcp,-,3.90E-05,0,0,S1,0,2,112,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ddos,scanning,scanning,scanning,scanning
,,,,,,,,,,,,,,,,,3/31/2019 12:44,25.88051308,1,,,,,normal,0,0,0,0,,,,,,,,,,,,,,,,,,,,,10292,apache2,ddos,192.168.1.30,34666,192.168.1.190,80,tcp,-,9.00E-06,0,0,S1,0,2,112,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ddos,scanning,scanning,scanning,scanning
,,,,,,,,,,,,,,,,,3/31/2019 12:44,27.60558898,1,,,,,normal,0,0,0,0,,,,,,,,,,,,,,,,,,,,,10294,apache2,ddos,192.168.1.30,34668,192.168.1.190,80,tcp,-,0.001562,0,0,S1,0,2,112,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ddos,scanning,scanning,scanning,scanning
,,,,,,,,,,,,,,,,,3/31/2019 12:44,29.78707268,1,,,,,normal,0,0,0,0,,,,,,,,,,,,,,,,,,,,,10296,apache2,ddos,192.168.1.30,34670,192.168.1.190,80,tcp,-,0.000439,0,0,S1,0,2,112,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ddos,scanning,scanning,scanning,scanning
,,,,,,,,,,,,,,,,,3/31/2019 12:44,27.54150882,1,,,,,normal,0,0,0,0,,,,,,,,,,,,,,,,,,,,,10298,apache2,ddos,192.168.1.30,34672,192.168.1.190,80,tcp,-,0.000542,0,0,S1,0,2,112,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ddos,scanning,scanning,scanning,scanning
,,,,,,,,,,,,,,,,,3/31/2019 12:44,28.87790654,1,,,,,normal,0,0,0,0,,,,,,,,,,,,,,,,,,,,,10300,apache2,ddos,192.168.1.30,34674,192.168.1.190,80,tcp,-,0.000647,0,0,S1,0,2,112,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ddos,scanning,scanning,scanning,scanning
,,,,,,,,,,,,,,,,,3/31/2019 12:44,29.72426649,1,,,,,normal,0,0,0,0,,,,,,,,,,,,,,,,,,,,,10302,apache2,ddos,192.168.1.30,34676,192.168.1.190,80,tcp,-,0.000432,0,0,S1,0,2,112,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ddos,scanning,scanning,scanning,scanning
,,,,,,,,,,,,,,,,,3/31/2019 12:44,26.87247085,1,,,,,normal,0,0,0,0,,,,,,,,,,,,,,,,,,,,,10304,apache2,ddos,192.168.1.30,34678,192.168.1.190,80,tcp,-,0.000401,0,0,S1,0,2,112,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ddos,scanning,scanning,scanning,scanning
,,,,,,,,,,,,,,,,,3/31/2019 12:44,30.4388837,1,,,,,normal,0,0,4,0.04,,,,,,,,,,,,,,,,,,,,,10305,apache2,ddos,192.168.1.30,34680,192.168.1.190,80,tcp,-,0.000312,0,0,S1,0,2,112,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ddos,scanning,scanning,scanning,scanning
,,,,,,,,,,,,,,,,,3/31/2019 12:44,26.50879258,1,,,,,normal,0,0,0,0,,,,,,,,,,,,,,,,,,,,,10307,apache2,ddos,192.168.1.30,34682,192.168.1.190,80,tcp,-,0.000444,0,0,S1,0,2,112,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ddos,scanning,scanning,scanning,scanning
,,,3/31/2019 12:42,closed,false  ,,,,,,,,,,,,,,,,,,,normal,0,28,0,0.22,,,,,,,,,,,,,,,,,,,,,3894,atop,normal,192.168.1.33,45581,192.168.1.193,445,tcp,-,0,0,0,OTH,0,1,184,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ransomware,normal,dos,dos,dos
,,,3/31/2019 12:42,open,true  ,,,,,,,,,,,,,,,,,,,normal,0,8,0,0.02,,,,,,,,,,,,,,,,,,,,,3894,atop,normal,192.168.1.33,46187,192.168.1.193,445,tcp,-,0,0,0,OTH,0,1,184,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ransomware,normal,dos,dos,dos
,,,3/31/2019 12:42,closed,false  ,,,,,,,,,,,,,,,,,,,normal,0,8,0,0.29,,,,,,,,,,,,,,,,,,,,,3894,atop,normal,192.168.1.37,4444,192.168.1.193,49158,tcp,-,0,0,0,OTH,0,1,168,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ransomware,normal,dos,dos,dos
,,,3/31/2019 12:42,closed,false  ,,,,,,,,,,,,,,,,,,,normal,0,8,0,0.13,,,,,,,,,,,,,,,,,,,,,3894,atop,normal,192.168.1.37,4444,192.168.1.193,49158,tcp,-,0,0,0,OTH,0,1,168,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ransomware,normal,dos,dos,dos
,,,3/31/2019 12:42,closed,false  ,,,,,,,,,,,,,,,,,,,normal,0,36,0,0.15,,,,,,,,,,,,,,,,,,,,,3894,atop,normal,192.168.1.37,4444,192.168.1.193,49158,tcp,-,0,0,0,OTH,0,1,168,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ransomware,normal,dos,dos,dos
,,,3/31/2019 12:42,closed,false  ,,,,,,,,,,,,,,,,,,,normal,0,32,0,0.15,,,,,,,,,,,,,,,,,,,,,3894,atop,normal,192.168.1.37,4444,192.168.1.193,49158,tcp,-,0,0,0,OTH,0,1,168,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ransomware,normal,dos,dos,dos
,,,3/31/2019 12:42,closed,false  ,,,,,,,,,,,,,,,,,,,normal,0,4,0,0.05,,,,,,,,,,,,,,,,,,,,,3894,atop,normal,192.168.1.33,33667,192.168.1.193,445,tcp,-,0,0,0,OTH,0,1,184,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ransomware,normal,dos,dos,dos
,,,3/31/2019 12:42,closed,false  ,,,,,,,,,,,,,,,,,,,normal,0,32,0,0.27,,,,,,,,,,,,,,,,,,,,,3894,atop,normal,192.168.1.33,34981,192.168.1.193,445,tcp,-,0,0,0,OTH,0,1,184,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ransomware,normal,dos,dos,dos
,,,3/31/2019 12:42,closed,false  ,,,,,,,,,,,,,,,,,,,normal,0,24,0,0.4,,,,,,,,,,,,,,,,,,,,,3894,atop,normal,192.168.1.33,36531,192.168.1.193,445,tcp,-,0,0,0,OTH,0,1,184,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ransomware,normal,dos,dos,dos
,,,3/31/2019 12:42,closed,false  ,,,,3/31/2019 12:42,26681,36426,26135,26579,,,,,,,,,,,normal,0,8,0,0.2,,,,,,,,,,,,,,,,,,,,,3894,atop,normal,192.168.1.33,37623,192.168.1.193,445,tcp,-,0,0,0,OTH,0,1,184,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ransomware,normal,dos,dos,dos
,,,,,,,,,3/31/2019 12:42,65329,56650,19701,26345,,,,,,,,,,,normal,0,20,0,0.33,,,,,,,,,,,,,,,,,,,,,3894,atop,normal,192.168.1.33,37901,192.168.1.193,445,tcp,-,0,0,0,OTH,0,1,184,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ransomware,normal,dos,dos,dos
,,,,,,,,,3/31/2019 12:42,65329,56650,19701,26345,,,,,,,,,,,normal,0,4,0,0.02,,,,,,,,,,,,,,,,,,,,,3894,atop,normal,192.168.1.33,37973,192.168.1.193,445,tcp,-,0,0,0,OTH,0,1,184,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ransomware,normal,dos,dos,dos
,,,,,,,,,3/31/2019 12:42,14323,38654,65411,28981,,,,,,,,,,,normal,0,8,0,0.1,2312,0,148,17624,2324,660,524,0,1,0,0,norm,20,100,0,1,-,0,R,0.01,3894,atop,password,192.168.1.33,38351,192.168.1.193,445,tcp,-,0,0,0,OTH,0,1,184,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ransomware,normal,dos,dos,dos
,,,,,,,,,3/31/2019 12:42,14323,38654,65411,28981,,,,,,,,,,,normal,0,8,0,0.11,2312,0,148,17624,2324,660,524,0,1,0,0,norm,20,100,0,1,-,0,R,0.01,3894,atop,password,192.168.1.33,39133,192.168.1.193,445,tcp,-,0,0,0,OTH,0,1,184,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ransomware,normal,dos,dos,dos
,,,,,,,,,3/31/2019 12:42,14323,38654,65411,28981,,,,,,,,,,,normal,0,4,0,0.06,2312,0,148,17624,2324,660,524,0,1,0,0,norm,20,100,0,1,-,0,R,0.01,3894,atop,password,192.168.1.33,39381,192.168.1.193,445,tcp,-,0,0,0,OTH,0,1,184,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ransomware,normal,dos,dos,dos
,,,,,,,,,3/31/2019 12:42,14323,38654,65411,28981,,,,,,,,,,,normal,0,20,0,0.16,2312,0,148,17624,2324,660,524,0,1,0,0,norm,20,100,0,1,-,0,R,0.01,3894,atop,password,192.168.1.33,39581,192.168.1.193,445,tcp,-,0,0,0,OTH,0,1,184,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ransomware,normal,dos,dos,dos
,,,,,,,,,3/31/2019 12:42,28983,6259,33163,26316,,,,,,,,,,,normal,0,8,0,0.08,2312,0,148,17624,2324,660,524,0,1,0,0,norm,20,100,0,1,-,0,R,0.01,3894,atop,password,192.168.1.33,40853,192.168.1.193,445,tcp,-,0,0,0,OTH,0,1,184,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ransomware,normal,dos,dos,dos
,,,,,,,,,3/31/2019 12:42,28983,6259,33163,26316,,,,,,,,,,,normal,0,4,0,0.04,2312,0,148,17624,2324,660,524,0,1,0,0,norm,20,100,0,1,-,0,R,0.01,3894,atop,password,192.168.1.33,40941,192.168.1.193,445,tcp,-,0,0,0,OTH,0,1,184,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,ransomware,normal,dos,dos,dos
