disk.RDDSK,disk.WRDSK,disk.WCANCL,disk.DSK,memory.MINFLT,memory.MAJFLT,memory.VSTEXT,memory.VSIZE,memory.RSIZE,memory.VGROW,memory.RGROW,memory.MEM,process.TRUN,process.TSLPI,process.TSLPU,process.NICE,process.PRI,process.RTPR,process.CPUNR,process.EXC,process.CPU,PID,CMD,disk_is_off,memory_is_off,process_is_off,process.POLI_-,process.POLI_0,process.POLI_norm,process.Status_-,process.Status_0,process.Status_N,process.Status_NE,process.Status_NS,process.State_D,process.State_E,process.State_I,process.State_R,process.State_S,process.State_Z,type
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207970973,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208220546,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208393327,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2086429,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209026858,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209334024,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209487608,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209890764,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210082743,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210313118,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211253816,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21158018,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211964138,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21240569,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212559274,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213499971,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213768742,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
0,0,0,0,0.006966599,3.35E-05,0.002941583,0.225165647,0.023865411,1.13E-05,1.01E-05,0.877192982,0.2,0.015625,0.5,0.047619048,0.864285714,1,0.5,0.00990099,0.2,0.064639367,0.166666667,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,normal
0,0,0,0,0.005231687,3.35E-05,0.002941583,0.225216714,0.023865411,1.13E-05,1.01E-05,0.877192982,0.2,0.015625,0.5,0.047619048,0.864285714,1,0.5,0.00990099,0.2,0.064639367,0.166666667,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,normal
0,0,0,0,0.009115869,3.35E-05,0.002941583,0.225165647,0.023865411,1.13E-05,1.01E-05,0.877192982,0.2,0.015625,0.5,0.047619048,0.864285714,1,0.5,0.00990099,0.2,0.064639367,0.166666667,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,normal
0,0,0,0,0.006983443,3.35E-05,0.002941583,0.225165647,0.023865411,1.13E-05,1.01E-05,0.877192982,0.2,0.015625,0.5,0.047619048,0.864285714,1,0.5,0.00990099,0.2,0.064639367,0.166666667,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,normal
0,0,0,0,0.002947666,3.35E-05,0.002941583,0.225165647,0.023865411,1.13E-05,1.01E-05,0.877192982,0.2,0.015625,0.5,0.047619048,0.864285714,1,0.5,0.00990099,0.2,0.064639367,0.166666667,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,normal
0,0,0,0,0.006815004,3.35E-05,0.002941583,0.225165647,0.023865411,5.64E-05,1.01E-05,0.877192982,0.2,0.015625,0.5,0.047619048,0.864285714,1,0.5,0.00990099,0.2,0.064639367,0.166666667,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,normal
0,0,0,0,0.007003655,3.35E-05,0.002941583,0.229148847,0.023865411,0.003529823,1.01E-05,0.877192982,0.2,0.015625,0.5,0.047619048,0.864285714,1,0.5,0.00990099,0.2,0.064639367,0.166666667,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,normal
0,0,0,0,0.00903165,3.35E-05,0.002941583,0.229199913,0.024268373,5.64E-05,0.000414472,0.877192982,0.2,0.015625,0.5,0.047619048,0.864285714,1,0.5,0.00990099,0.2,0.064639367,0.166666667,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,normal
0,0,0,0,0.005878489,3.35E-05,0.002941583,0.229148847,0.024308669,1.13E-05,5.05E-05,0.877192982,0.2,0.015625,0.5,0.047619048,0.864285714,1,0.5,0.00990099,0.2,0.064639367,0.166666667,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,normal
0,0,0,0,0.006996918,3.35E-05,0.002941583,0.229148847,0.024751927,1.13E-05,0.000171854,0.877192982,0.2,0.015625,0.5,0.047619048,0.864285714,1,0.5,0.00990099,0.2,0.064639367,0.166666667,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,normal
0,0,0,0,0.007000286,3.35E-05,0.002941583,0.229148847,0.024751927,1.13E-05,1.01E-05,0.877192982,0.2,0.015625,0.5,0.047619048,0.864285714,1,0.5,0.00990099,0.2,0.064639367,0.166666667,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,normal
0,0,0,0,0.0074517,3.35E-05,0.002941583,0.229199913,0.024751927,5.64E-05,1.01E-05,0.877192982,0.2,0.015625,0.5,0.047619048,0.864285714,1,0.5,0.00990099,0.2,0.064639367,0.166666667,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,normal
0,0,0,0,0.006545504,3.35E-05,0.002941583,0.229148847,0.024751927,5.64E-05,1.01E-05,0.877192982,0.2,0.015625,0.5,0.047619048,0.864285714,1,0.5,0.00990099,0.2,0.064639367,0.166666667,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,normal
0,0,0,0,0.008368004,3.35E-05,0.002941583,0.229199913,0.024751927,5.64E-05,1.01E-05,0.877192982,0.2,0.015625,0.5,0.047619048,0.864285714,1,0.5,0.00990099,0.2,0.064639367,0.166666667,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,normal
0,0,0,0,0.005615725,3.35E-05,0.002941583,0.229148847,0.024751927,5.64E-05,1.01E-05,0.877192982,0.2,0.015625,0.5,0.047619048,0.864285714,1,0.5,0.00990099,0.2,0.064639367,0.166666667,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,normal
0,0,0,0,0.002748909,3.35E-05,0.002941583,0.229148847,0.024751927,1.13E-05,1.01E-05,0.877192982,0.2,0.015625,0.5,0.047619048,0.864285714,1,0.5,0.00990099,0.2,0.064639367,0.166666667,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,normal
0,0,0,0,0.00696323,3.35E-05,0.002941583,0.229148847,0.024751927,1.13E-05,1.01E-05,0.877192982,0.2,0.015625,0.5,0.047619048,0.864285714,1,0.5,0.00990099,0.2,0.064639367,0.166666667,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,normal
0,0,0,0,0.006969967,3.35E-05,0.002941583,0.229148847,0.024751927,1.13E-05,1.01E-05,0.877192982,0.2,0.015625,0.5,0.047619048,0.864285714,1,0.5,0.00990099,0.2,0.064639367,0.166666667,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,normal
0,0,0,0,0.014003941,3.35E-05,0.002941583,0.229148847,0.024792223,1.13E-05,5.05E-05,0.877192982,0.2,0.015625,0.5,0.047619048,0.864285714,1,0.5,0.00990099,0.2,0.064639367,0.033333333,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,normal
0,0,0,0,0.002489515,3.35E-05,0.002941583,0.229199913,0.024792223,5.64E-05,1.01E-05,0.877192982,0.2,0.015625,0.5,0.047619048,0.864285714,1,0.5,0.00990099,0.2,0.064639367,0.166666667,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134596556,0.466666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134673348,0.466666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,0.000133901,8.11E-05,0.51758794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134750139,0.466666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134826931,0.466666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134903722,0.466666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134980514,0.466666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135076504,0.466666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135153295,0.466666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135230087,0.466666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135306879,0.466666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,0.000133901,8.11E-05,0.51758794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13538367,0.466666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135460462,0.466666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135498858,0.466666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135575649,0.466666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135614045,0.466666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,0.000133901,8.11E-05,0.512562814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135690837,0.466666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135729233,0.466666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135806024,0.466666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13584442,0.466666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135921212,0.466666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113152489,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113229281,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113267676,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113344468,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113382864,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113459656,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113498051,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113574843,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113651635,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113728426,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113805218,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11388201,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113958801,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114035593,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114112385,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114189176,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114265968,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11434276,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114419551,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114496343,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220910365,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221524698,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222311812,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222599781,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222906948,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223598073,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259862927,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259920521,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259978114,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260035708,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260189291,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260304479,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260400468,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
2.24E-05,2.68E-05,8.11E-05,0.502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260458062,0.733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scanning
