disk.RDDSK,disk.WRDSK,disk.WCANCL,disk.DSK,memory.MINFLT,memory.MAJFLT,memory.VSTEXT,memory.VSIZE,memory.RSIZE,memory.VGROW,memory.RGROW,memory.MEM,process.TRUN,process.TSLPI,process.TSLPU,process.POLI,process.NICE,process.PRI,process.RTPR,process.CPUNR,process.Status,process.EXC,process.State,process.CPU,PID,CMD,label,type
,,,,10147.0,0.0,193.0,1.8,211.0,0.0,1780.0,0.06,0.0,23.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.13,3257.0,Web-Content,0.0,normal
,,,,10055.0,0.0,193.0,1.8,207.8,0.0,3288.0,0.06,0.0,23.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.13,3257.0,Web-Content,0.0,normal
,,,,9438.0,0.0,193.0,1.8,223.7,0.0,16220.0,0.06,0.0,23.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.13,3257.0,Web-Content,0.0,normal
,,,,13961.0,0.0,193.0,1.8,218.9,0.0,4900.0,0.06,0.0,23.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.13,3257.0,Web-Content,0.0,normal
,,,,11987.0,0.0,193.0,1.8,215.9,0.0,3044.0,0.06,0.0,23.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.13,3257.0,Web-Content,0.0,normal
,,,,17518.0,0.0,193.0,1.8,212.3,0.0,3736.0,0.06,0.0,23.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.13,3257.0,Web-Content,0.0,normal
,,,,15946.0,0.0,193.0,1.8,210.9,0.0,1420.0,0.06,0.0,23.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.13,3257.0,Web-Content,0.0,normal
,,,,9487.0,0.0,193.0,1.8,210.4,0.0,528.0,0.06,0.0,23.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.13,3257.0,Web-Content,0.0,normal
,,,,7448.0,0.0,193.0,1.8,222.8,0.0,12720.0,0.06,0.0,23.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.13,3257.0,Web-Content,0.0,normal
,,,,10766.0,0.0,193.0,1.8,217.5,0.0,5372.0,0.06,0.0,23.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.13,3257.0,Web-Content,0.0,normal
,,,,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,4590.0,<system-crash>,1.0,ddos
,,,,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,4595.0,<system-crash>,1.0,ddos
,,,,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,4600.0,<system-crash>,1.0,ddos
0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,5188.0,<system-crash>,1.0,password
0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3919.0,<systemctl>,1.0,injection
0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3957.0,<systemctl>,1.0,injection
0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4014.0,<systemctl>,1.0,injection
0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4016.0,<systemctl>,1.0,injection
0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4032.0,<systemctl>,1.0,injection
0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4034.0,<systemctl>,1.0,injection
0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4095.0,<systemctl>,1.0,injection
0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,6414.0,<systemctl>,1.0,xss
0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,6417.0,<systemctl>,1.0,xss
0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.01,6418.0,<systemctl>,1.0,xss
0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,6421.0,<systemctl>,1.0,xss
0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,6422.0,<systemctl>,1.0,xss
0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,6423.0,<systemctl>,1.0,xss
,,,,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,6424.0,<systemctl>,1.0,xss
,,,,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,6441.0,<systemctl>,1.0,xss
,,,,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,6443.0,<systemctl>,1.0,xss
,,,,0.0,0.0,39.0,423.1,1644.0,0.0,2136.0,0.0,0.0,3.0,0.0,norm,0.0,120.0,0.0,3.0,N,0.0,S,0.0,2908.0,gvfsd-trash,0.0,normal
,,,,0.0,0.0,39.0,423.1,1580.0,0.0,4.0,0.0,0.0,3.0,0.0,norm,0.0,120.0,0.0,3.0,N,0.0,S,0.0,2908.0,gvfsd-trash,0.0,normal
,,,,0.0,0.0,39.0,423.1,1540.0,0.0,36.0,0.0,0.0,3.0,0.0,norm,0.0,120.0,0.0,3.0,N,0.0,S,0.0,2908.0,gvfsd-trash,0.0,normal
,,,,0.0,0.0,39.0,423.1,1332.0,0.0,20.0,0.0,0.0,3.0,0.0,norm,0.0,120.0,0.0,3.0,N,0.0,S,0.0,2908.0,gvfsd-trash,0.0,normal
,,,,,,,,,,,,0.0,3.0,0.0,norm,0.0,120.0,0.0,2.0,-,0.0,S,0.0,2908.0,gvfsd-trash,0.0,normal
,,,,,,,,,,,,0.0,3.0,0.0,norm,0.0,120.0,0.0,0.0,-,0.0,S,0.0,2908.0,gvfsd-trash,0.0,normal
0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3066.0,gvfsd-trash,1.0,password
,,,,0.0,0.0,17.0,33672.0,2040.0,0.0,36.0,0.0,0.0,1.0,0.0,norm,0.0,120.0,0.0,1.0,N,0.0,S,0.0,4071.0,gzip,0.0,normal
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,1.0,N,0.0,S,0.0,4071.0,gzip,0.0,normal
,,,,0.0,0.0,12.0,9480.0,3496.0,0.0,0.0,0.0,0.0,1.0,0.0,norm,0.0,120.0,0.0,1.0,0,0.0,S,0.0,1641.0,haveged,1.0,dos
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,1.0,0,0.0,S,0.0,1641.0,haveged,1.0,dos
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,0.0,0,0.0,S,0.0,1641.0,haveged,1.0,dos
0.0,0.0,0.0,0.0,0.0,0.0,12.0,9480.0,244.0,0.0,0.0,0.0,0.0,1.0,0.0,norm,0.0,120.0,0.0,3.0,-,0.0,S,0.0,1648.0,haveged,1.0,mitm
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,3.0,-,0.0,S,0.0,1648.0,haveged,1.0,mitm
0.0,0.0,0.0,0.0,0.0,0.0,12.0,9480.0,3500.0,0.0,0.0,0.0,0.0,1.0,0.0,norm,0.0,120.0,0.0,1.0,-,0.0,S,0.0,1663.0,haveged,1.0,password
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,1.0,-,0.0,S,0.0,1663.0,haveged,1.0,password
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,2.0,-,0.0,S,0.0,1663.0,haveged,1.0,password
,,,,,,,,,,,,1.0,0.0,0.0,norm,0.0,120.0,0.0,2.0,-,0.0,R,0.0,1663.0,haveged,1.0,password
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,0.0,0,0.0,S,0.0,1667.0,haveged,1.0,ddos
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,1.0,0,0.0,S,0.0,1667.0,haveged,1.0,ddos
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,3.0,-,0.0,S,0.0,3628.0,apache2,1.0,xss
0.0,4.0,0.0,0.01,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,3.0,N,0.0,S,0.0,3629.0,apache2,1.0,xss
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,3.0,N,0.0,S,0.0,3629.0,apache2,1.0,xss
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,0.0,-,0.0,S,0.0,3629.0,apache2,1.0,xss
0.0,8.0,0.0,0.02,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,0.0,N,0.0,S,0.0,3630.0,apache2,1.0,xss
0.0,8.0,0.0,0.01,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,0.0,N,0.0,S,0.0,3630.0,apache2,1.0,xss
0.0,8.0,0.0,0.0,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,0.0,N,0.0,S,0.0,3630.0,apache2,1.0,xss
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,0.0,-,0.0,S,0.0,3630.0,apache2,1.0,xss
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,5.0,-,0.0,S,0.0,3630.0,apache2,1.0,xss
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,4.0,-,0.0,S,0.0,3630.0,apache2,1.0,xss
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,3.0,N,0.0,S,0.0,3631.0,apache2,1.0,xss
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,1.0,-,0.0,S,0.0,3631.0,apache2,1.0,xss
0.0,4.0,0.0,0.0,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,3.0,N,0.0,S,0.0,3632.0,apache2,1.0,xss
0.0,8.0,0.0,0.01,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,3.0,N,0.0,S,0.0,3632.0,apache2,1.0,xss
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,5.0,-,0.0,S,0.0,3632.0,apache2,1.0,xss
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,2.0,-,0.0,S,0.0,3632.0,apache2,1.0,xss
0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,0.0,N,0.0,S,0.0,3633.0,apache2,1.0,xss
0.0,8.0,0.0,0.01,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,0.0,N,0.0,S,0.0,3633.0,apache2,1.0,xss
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,0.0,N,0.0,S,0.0,3633.0,apache2,1.0,xss
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,2.0,-,0.0,S,0.0,3633.0,apache2,1.0,xss
0.0,16.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,3782.0,apache2,1.0,injection
0.0,8.0,0.0,0.05,,,,,,,,,,,,,,,,,,,,,3782.0,apache2,1.0,injection
0.0,4.0,0.0,0.04,,,,,,,,,,,,,,,,,,,,,3782.0,apache2,1.0,injection
0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.0,3782.0,apache2,1.0,xss
0.0,8.0,0.0,0.0,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.0,3782.0,apache2,1.0,xss
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,2.0,N,0.0,S,0.0,3782.0,apache2,1.0,xss
0.0,8.0,0.0,0.01,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,5.0,-,0.0,S,0.0,3783.0,apache2,1.0,xss
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,5.0,-,0.0,S,0.0,3783.0,apache2,1.0,xss
0.0,8.0,0.0,0.02,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,1.0,N,0.0,S,0.0,3784.0,apache2,1.0,xss
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,1.0,N,0.0,S,0.0,3784.0,apache2,1.0,xss
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,0.0,-,0.0,S,0.0,3784.0,apache2,1.0,xss
0.0,8.0,0.0,0.01,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,0.0,N,0.0,S,0.0,3785.0,apache2,1.0,xss
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,0.0,N,0.0,S,0.0,3785.0,apache2,1.0,xss
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,3.0,-,0.0,S,0.0,3785.0,apache2,1.0,xss
0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,5.0,-,0.0,S,0.0,3786.0,apache2,1.0,xss
0.0,12.0,0.0,0.01,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,5.0,-,0.0,S,0.0,3786.0,apache2,1.0,xss
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,4.0,-,0.0,S,0.0,3786.0,apache2,1.0,xss
0.0,4.0,0.0,0.01,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,5.0,N,0.0,S,0.0,3787.0,apache2,1.0,xss
0.0,12.0,0.0,0.01,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,5.0,N,0.0,S,0.0,3787.0,apache2,1.0,xss
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,5.0,N,0.0,S,0.0,3787.0,apache2,1.0,xss
,,,,300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,4300.0,<find>,0.0,normal
0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4315.0,<find>,1.0,injection
,,,,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,4320.0,<find>,1.0,scanning
,,,,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,4321.0,<find>,0.0,normal
,,,,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,4324.0,<find>,1.0,scanning
,,,,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,4326.0,<find>,1.0,scanning
0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4346.0,<find>,1.0,injection
0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4348.0,<find>,1.0,injection
0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4351.0,<find>,1.0,injection
0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4353.0,<find>,1.0,injection
0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4449.0,<find>,1.0,injection
0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4482.0,<find>,1.0,injection
0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4484.0,<find>,1.0,injection
0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4486.0,<find>,1.0,injection
0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4490.0,<find>,1.0,injection
,,,,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,4535.0,<find>,1.0,scanning
,,,,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,4537.0,<find>,1.0,scanning
,,,,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,4539.0,<find>,1.0,scanning
,,,,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,4541.0,<find>,1.0,scanning
,,,,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,4543.0,<find>,1.0,scanning
,,,,,,,,,,,,0.0,4.0,0.0,norm,0.0,120.0,0.0,2.0,0,0.0,S,1.34,1189.0,NetworkManager,1.0,ddos
,,,,,,,,,,,,0.0,4.0,0.0,norm,0.0,120.0,0.0,0.0,0,0.0,S,0.0,1189.0,NetworkManager,1.0,ddos
,,,,,,,,,,,,0.0,4.0,0.0,norm,0.0,120.0,0.0,3.0,0,0.0,S,0.0,1189.0,NetworkManager,1.0,ddos
,,,,,,,,,,,,0.0,4.0,0.0,norm,0.0,120.0,0.0,0.0,0,0.0,S,0.09,1189.0,NetworkManager,1.0,ddos
,,,,,,,,,,,,0.0,4.0,0.0,norm,0.0,120.0,0.0,0.0,0,0.0,S,0.04,1189.0,NetworkManager,1.0,ddos
,,,,,,,,,,,,0.0,4.0,0.0,norm,0.0,120.0,0.0,1.0,0,0.0,S,0.01,1189.0,NetworkManager,1.0,ddos
,,,,,,,,,,,,0.0,4.0,0.0,norm,0.0,120.0,0.0,2.0,0,0.0,S,0.03,1189.0,NetworkManager,1.0,ddos
,,,,,,,,,,,,0.0,4.0,0.0,norm,0.0,120.0,0.0,2.0,0,0.0,S,0.1,1189.0,NetworkManager,1.0,ddos
,,,,,,,,,,,,0.0,4.0,0.0,norm,0.0,120.0,0.0,1.0,0,0.0,S,0.23,1189.0,NetworkManager,1.0,ddos
,,,,,,,,,,,,0.0,4.0,0.0,norm,0.0,120.0,0.0,1.0,0,0.0,S,1.07,1189.0,NetworkManager,1.0,ddos
,,,,,,,,,,,,0.0,4.0,0.0,norm,0.0,120.0,0.0,0.0,0,0.0,S,3.78,1189.0,NetworkManager,1.0,ddos
,,,,,,,,,,,,0.0,4.0,0.0,norm,0.0,120.0,0.0,1.0,0,0.0,S,0.85,1189.0,NetworkManager,1.0,ddos
,,,,,,,,,,,,0.0,4.0,0.0,norm,0.0,120.0,0.0,1.0,0,0.0,S,0.69,1189.0,NetworkManager,1.0,ddos
,,,,,,,,,,,,0.0,4.0,0.0,norm,0.0,120.0,0.0,0.0,0,0.0,S,0.13,1189.0,NetworkManager,1.0,ddos
,,,,,,,,,,,,1.0,3.0,0.0,norm,0.0,120.0,0.0,0.0,0,0.0,R,0.06,1189.0,NetworkManager,1.0,ddos
,,,,,,,,,,,,0.0,4.0,0.0,norm,0.0,120.0,0.0,2.0,0,0.0,S,2.45,1189.0,NetworkManager,1.0,ddos
,,,,,,,,,,,,0.0,4.0,0.0,norm,0.0,120.0,0.0,2.0,0,0.0,S,1.1,1189.0,NetworkManager,1.0,ddos
,,,,,,,,,,,,0.0,4.0,0.0,norm,0.0,120.0,0.0,0.0,0,0.0,S,0.08,1189.0,NetworkManager,1.0,ddos
,,,,0.0,0.0,1071.0,342.1,7448.0,0.0,0.0,0.0,0.0,4.0,0.0,norm,0.0,120.0,0.0,3.0,-,0.0,S,0.0,1192.0,NetworkManager,1.0,password
,,,,0.0,0.0,1071.0,342.1,7444.0,0.0,0.0,0.0,0.0,4.0,0.0,norm,0.0,120.0,0.0,3.0,-,0.0,S,0.0,1192.0,NetworkManager,1.0,password
0.0,4.0,0.0,0.02,,,,,,,,,,,,,,,,,,,,,4026.0,apache2,1.0,injection
0.0,20.0,0.0,0.11,,,,,,,,,,,,,,,,,,,,,4026.0,apache2,1.0,injection
0.0,4.0,0.0,0.04,,,,,,,,,,,,,,,,,,,,,4026.0,apache2,1.0,injection
0.0,8.0,0.0,0.04,,,,,,,,,,,,,,,,,,,,,4026.0,apache2,1.0,injection
0.0,8.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,4026.0,apache2,1.0,injection
0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4026.0,apache2,1.0,injection
0.0,8.0,0.0,0.03,,,,,,,,,,,,,,,,,,,,,4026.0,apache2,1.0,injection
0.0,12.0,0.0,0.07,,,,,,,,,,,,,,,,,,,,,4026.0,apache2,1.0,injection
0.0,8.0,0.0,0.07,,,,,,,,,,,,,,,,,,,,,4026.0,apache2,1.0,injection
0.0,12.0,0.0,0.08,,,,,,,,,,,,,,,,,,,,,4026.0,apache2,1.0,injection
0.0,16.0,0.0,0.12,,,,,,,,,,,,,,,,,,,,,4026.0,apache2,1.0,injection
0.0,8.0,0.0,0.05,,,,,,,,,,,,,,,,,,,,,4026.0,apache2,1.0,injection
0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4027.0,apache2,1.0,injection
0.0,8.0,0.0,0.02,,,,,,,,,,,,,,,,,,,,,4027.0,apache2,1.0,injection
0.0,4.0,0.0,0.04,,,,,,,,,,,,,,,,,,,,,4027.0,apache2,1.0,injection
0.0,12.0,0.0,0.07,,,,,,,,,,,,,,,,,,,,,4027.0,apache2,1.0,injection
0.0,24.0,0.0,0.13,,,,,,,,,,,,,,,,,,,,,4027.0,apache2,1.0,injection
0.0,4.0,0.0,0.05,,,,,,,,,,,,,,,,,,,,,4027.0,apache2,1.0,injection
0.0,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4027.0,apache2,1.0,injection
0.0,8.0,0.0,0.05,,,,,,,,,,,,,,,,,,,,,4027.0,apache2,1.0,injection
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,1.0,0,0.0,S,0.0,4378.0,apache2,1.0,ddos
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,0.0,0,0.0,S,0.0,4378.0,apache2,1.0,ddos
,,,,17.0,0.0,596.0,184.3,5668.0,0.0,0.0,0.0,0.0,1.0,0.0,norm,0.0,120.0,0.0,2.0,0,0.0,S,0.0,4379.0,apache2,1.0,ddos
,,,,98.0,0.0,596.0,184.3,6168.0,32.0,500.0,0.0,0.0,1.0,0.0,norm,0.0,120.0,0.0,2.0,0,0.0,S,0.0,4379.0,apache2,1.0,ddos
,,,,0.0,0.0,596.0,184.3,6168.0,0.0,0.0,0.0,0.0,1.0,0.0,norm,0.0,120.0,0.0,2.0,0,0.0,S,0.0,4379.0,apache2,1.0,ddos
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,2.0,0,0.0,S,0.0,4379.0,apache2,1.0,ddos
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,0.0,0,0.0,S,0.0,4379.0,apache2,1.0,ddos
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,1.0,0,0.0,S,0.0,4379.0,apache2,1.0,ddos
,,,,0.0,0.0,596.0,184.3,5668.0,0.0,0.0,0.0,0.0,1.0,0.0,norm,0.0,120.0,0.0,2.0,0,0.0,S,0.0,4380.0,apache2,1.0,ddos
,,,,13.0,0.0,596.0,184.4,6280.0,0.0,0.0,0.0,0.0,1.0,0.0,norm,0.0,120.0,0.0,2.0,0,0.0,S,0.0,4380.0,apache2,1.0,ddos
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,2.0,0,0.0,S,0.0,4380.0,apache2,1.0,ddos
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,2.0,0,0.0,S,0.16,4380.0,apache2,1.0,ddos
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,0.0,0,0.0,S,0.0,4380.0,apache2,1.0,ddos
,,,,17.0,0.0,596.0,184.3,5668.0,0.0,0.0,0.0,0.0,1.0,0.0,norm,0.0,120.0,0.0,2.0,0,0.0,S,0.0,4381.0,apache2,1.0,ddos
,,,,164.0,0.0,596.0,184.4,6280.0,88.0,612.0,0.0,0.0,1.0,0.0,norm,0.0,120.0,0.0,2.0,0,0.0,S,0.0,4381.0,apache2,1.0,ddos
,,,,0.0,0.0,596.0,184.4,6324.0,0.0,0.0,0.0,0.0,1.0,0.0,norm,0.0,120.0,0.0,2.0,0,0.0,S,0.0,4381.0,apache2,1.0,ddos
,,,,0.0,0.0,596.0,184.4,6328.0,0.0,0.0,0.0,0.0,1.0,0.0,norm,0.0,120.0,0.0,2.0,0,0.0,S,0.0,4381.0,apache2,1.0,ddos
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,2.0,0,0.0,S,0.0,4381.0,apache2,1.0,ddos
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,1.0,0,0.0,S,0.0,4381.0,apache2,1.0,ddos
,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,0.0,0,0.0,S,0.0,4381.0,apache2,1.0,ddos
