dns_emb_0,dns_emb_1,dns_emb_2,dns_emb_3,dns_emb_4,dns_emb_5,dns_emb_6,dns_emb_7,dns_emb_8,dns_emb_9,dns_emb_10,dns_emb_11,dns_emb_12,dns_emb_13,dns_emb_14,dns_emb_15,dns_emb_16,dns_emb_17,dns_emb_18,dns_emb_19,dns_emb_20,dns_emb_21,dns_emb_22,dns_emb_23,dns_emb_24,dns_emb_25,dns_emb_26,dns_emb_27,dns_emb_28,dns_emb_29,dns_emb_30,dns_emb_31,dns_emb_32,dns_emb_33,dns_emb_34,dns_emb_35,dns_emb_36,dns_emb_37,dns_emb_38,dns_emb_39,dns_emb_40,dns_emb_41,dns_emb_42,dns_emb_43,dns_emb_44,dns_emb_45,dns_emb_46,dns_emb_47,dns_emb_48,dns_emb_49,dns_emb_50,dns_emb_51,dns_emb_52,dns_emb_53,dns_emb_54,dns_emb_55,dns_emb_56,dns_emb_57,dns_emb_58,dns_emb_59,dns_emb_60,dns_emb_61,dns_emb_62,dns_emb_63
0.060115278,-0.0930692,-0.052014522,0.0032279843,-6.1402025e-05,-0.0030763533,-0.061259016,0.09482592,0.04390855,0.0040608626,0.09178081,-0.06640675,0.09319474,-0.09548421,0.08426661,-0.05606248,-0.07704922,-0.0480853,-0.04541008,-0.045150362,-0.045716077,-0.0964991,-0.0010206515,-3.1409116e-05,0.09254445,0.0060483045,-0.074389584,0.09338671,-0.009036814,0.006482136,-0.09465667,0.10038112,0.061868988,0.08492644,-0.007911821,0.027380431,0.08139403,0.062319513,0.09202502,-0.08849845,-0.065989256,-0.09620973,0.009911932,-0.029846044,-0.056211688,-0.07529466,0.036363993,-0.03799356,-0.02223877,0.06053513,0.07172659,-0.08644278,-0.09716959,0.06112949,0.052624073,-0.08347947,0.06899466,0.060084503,-0.08457448,-0.040676467,0.07419962,-0.100374445,-0.07442708,0.04633281
0.060303044,0.067010134,-0.011700873,0.073229596,0.056376107,0.09412064,0.0071055354,-0.024010245,-0.08681869,-0.011852413,-0.07198274,-0.0031360893,0.095403574,0.021930953,-0.019122662,0.061988533,-0.07076342,-0.07001525,0.059929408,-0.022818651,0.09611959,0.017822474,-0.10667402,0.036666337,-0.06435113,-0.08479716,-0.05937789,0.051778346,-0.012435367,0.030635623,-0.095760636,-0.053449277,-0.057208892,-0.067075334,-0.07346833,0.025636699,-0.04332241,-0.012329899,-0.01654763,0.08931958,0.09363192,-0.047624968,-0.006471694,-0.069293685,-0.10654679,-0.05541549,0.07947776,-0.06826496,-0.038059518,-0.072673745,-0.047439698,-0.083194345,0.045323424,-0.07836531,-0.030327858,-0.0046744607,-0.009318829,-0.09716128,0.06684123,-0.0037237545,0.011147996,-0.10302915,0.0075942827,-0.060623664
0.018029641,-0.017187899,0.09463404,-0.017350301,0.04191268,0.039777644,0.074819796,-0.052395962,0.045794226,0.07778777,-0.07009151,-0.00085668586,-0.07846188,0.077221885,-0.0017085056,0.09017655,-0.006496039,0.07055499,0.088001706,0.092749216,0.06491414,-0.06327445,-0.0007116579,-0.059411786,0.00824634,-0.04461461,-0.061431557,0.10081456,0.06147777,0.06430506,-0.0021364945,-0.07811958,-0.0023635677,0.051059082,0.04778638,0.1013483,-0.03583644,-0.06577156,-0.10258316,0.09629271,0.015482557,0.06783883,0.08387673,0.08809148,0.08452142,0.06833826,0.06621652,-0.061037645,0.09678732,0.019181618,-0.046965748,-0.069775626,-0.027688429,0.02413054,0.09546978,0.05808179,-0.0117652975,0.08457011,0.025478445,-0.040391132,0.07769131,-0.04961103,0.005714481,-0.047049653
-0.048959482,-0.037886966,0.048043877,0.093129754,0.0904224,-0.001729699,0.088661745,0.0109279845,-0.058080472,-0.0693671,0.063101955,-0.066171214,-0.07858561,-0.082114235,0.06108566,-0.08089415,-0.06282897,0.058269925,0.074671306,-0.013143289,0.0486216,-0.032922816,-0.069441184,0.059653927,-0.03393707,0.07246317,0.06790555,0.052092582,-0.039722513,-0.08988864,-0.0033816982,-0.06591938,0.017029682,0.007050488,0.064483695,-0.016281523,0.012251794,-0.056808263,-0.07693283,-0.072067365,-0.0408627,-0.0042720335,-0.09428995,0.004627951,-0.017298434,-0.007923076,-0.006733385,-0.07185369,0.00689192,0.05045391,0.079424,-0.07858228,-0.08837128,0.0010206406,0.06864129,0.020692563,-0.02668528,-0.09107635,-0.08949332,0.09080886,0.043185078,0.057318967,0.038333442,-0.06642824
0.09083177,0.02212767,0.0039095813,0.08545478,-0.04406051,-0.00968076,-0.05444315,0.04493169,0.07856713,0.01293894,0.06084212,-0.06486578,-0.047695152,-0.04746181,-0.07317265,-0.03583984,0.03899657,0.01910396,-0.099110246,0.032258518,-0.0711134,0.0044609574,0.0014561375,-0.07218592,0.08923958,-0.01624904,0.039896175,0.08493869,0.044395745,-0.05956374,0.09790267,0.07113648,0.016007291,-0.082882814,-0.027648514,-0.0768523,-0.09057281,0.09394275,0.002644813,0.061755635,-0.05062384,-0.085606486,-0.047316656,-0.07311545,-0.08225948,0.059894025,0.020934725,-0.0075009125,-0.02592682,-0.058476374,0.06803813,-0.08334483,-0.021104872,0.0842274,-0.09015357,-0.0661899,0.04380488,-0.011876229,-0.07501154,-0.08805397,0.041959383,-0.0788448,0.011407588,-0.0549908
-0.055703253,-0.0078095896,0.097646944,-0.056109637,-0.028692925,-0.09679765,0.08328645,0.06849997,-0.04488263,-0.06728476,-0.0048632696,-0.0670476,0.061008576,-0.030678622,-0.01172443,-0.07889487,-0.05951135,-0.07428851,-0.059044022,0.007962708,-0.06819509,0.082570344,0.0059541203,0.018168695,-0.08915214,0.047215063,-0.06559735,-0.058248296,-0.08088149,-0.10592647,-0.007682058,0.028086076,-0.060083475,0.07508335,-0.10053963,0.014783377,0.002833123,0.05986343,-0.08986237,-0.029111544,0.027797956,-0.05119039,-0.0620264,-0.05381959,0.018454956,-0.08944883,-0.07916924,-0.0035018846,0.00953993,-0.049764674,-0.062390376,0.012303956,0.10649607,0.054202467,-0.09861379,-0.0022912235,0.029262273,0.09685039,-0.10110818,0.03428143,0.053844366,-0.0020153404,-0.037266195,0.04259471
-0.06855152,0.0701122,-0.0575671,-0.030554606,-0.09271117,-0.05649894,0.07345974,0.09329945,-0.065804265,-0.06882376,-0.05474551,0.034743145,0.09632488,-0.020737343,-0.09232434,0.002075532,0.016493909,0.03815137,-0.06546898,0.086429305,-0.026179003,-0.046153437,-0.074869156,-0.01064199,0.016146852,0.031601038,-0.064091295,0.087924905,-0.05872011,-0.045281198,-0.045508783,0.045244843,-0.07732574,0.013477828,-0.016696412,-0.047631424,0.00031762774,-0.018896202,0.054401707,0.00492629,0.062878996,-0.06934819,0.079830214,0.080783345,0.07834391,0.043551873,0.0052873106,-0.008590382,-0.0035562506,0.052282453,0.013546129,0.06976853,-0.054885007,0.03052007,-0.08332815,-0.023950532,-0.001507079,0.044994567,-0.0028477912,-0.07826332,0.052160285,0.06963451,0.09806483,-0.06444561
-0.07753872,0.04072032,-0.022911942,0.022014242,0.024862364,-0.058210265,0.08040544,-0.043401264,-0.0013527004,0.03639828,0.05839789,-0.03745018,0.002767784,0.018544262,-0.04182372,0.065610155,-0.00701708,0.03778809,0.081672005,0.035639733,0.025563264,0.103575796,-0.0074758376,-0.0710758,0.014752776,0.017798973,-0.07385947,-0.068708524,0.03023659,0.092825875,0.093835294,-0.01624791,0.09092222,-0.07706343,0.07397476,-0.045559283,0.007483741,0.08820132,0.08728544,-0.04890067,0.004253508,-0.03332565,0.08460202,0.015762154,0.053156335,0.05712682,0.030284481,-0.013729075,0.010381995,0.09596069,0.005054769,0.038995374,0.054176785,-0.07521754,-0.0965178,0.0976995,0.07408453,0.0025747253,0.007296086,-0.004704568,0.018277515,-0.027508246,0.090502374,-0.037059847
-0.010825073,-0.079466544,0.0769421,0.08879023,-0.0024562413,-0.07095319,-0.017388904,0.035653207,0.0010872551,0.011509275,0.058088638,0.05662886,0.06936225,0.07936678,-0.025797492,-0.08119461,-0.07917313,-0.011128904,-0.0056916745,-0.06002502,0.05207209,-0.023505768,-0.0043418426,0.06305051,0.08158341,0.057216305,0.012868483,-0.068309605,0.025991807,0.0012898353,-0.012899699,-0.017347466,-0.04735384,0.04971916,-0.030202128,-0.063429594,0.008042152,0.07621229,-0.087944694,0.033216324,0.033459276,-0.007529868,0.08651997,0.038690746,0.049399503,0.06958734,-0.02947944,0.0049406644,0.07146303,0.08701797,0.0058292365,0.013480267,1.9701823e-05,0.08295252,0.04598689,-0.07887022,-0.045413062,-0.015871057,-0.019389266,0.07243437,-0.085166775,-0.014673742,-0.03885276,-0.031862084
-0.04689755,0.0005824283,-0.08793943,-0.035456657,-0.059883375,-0.06595429,0.009191186,0.0275967,0.054091997,0.09731445,-0.06593191,0.038220167,0.008034779,0.008116157,0.021711586,-0.08634737,0.056220785,0.08655888,-0.036012363,-0.0930308,-0.07599672,0.042229656,-0.070462614,-0.060662456,0.012750608,-0.07009668,0.077165924,-0.0204419,-0.043537974,-0.04110781,0.061696615,-0.018854557,0.083226085,-0.09536035,0.051517166,-0.08879697,-0.10286255,-0.08590068,0.06492575,-0.05241246,0.07343102,0.011675773,-0.009245542,-0.009922897,0.0015609602,0.00871606,-0.009370366,0.03507983,0.0022578468,-0.081527494,0.03977413,-0.0143551715,0.014077256,-0.042179897,0.07351695,-0.00018734633,-0.09180094,0.0287607,0.048709437,0.05075965,0.06125333,0.053665243,0.05646095,0.0813844
0.037514243,-0.0030177878,-0.05334514,0.099821955,-0.0095062535,0.02272669,0.099415496,-0.054687742,0.0074039157,0.09897538,-0.00088753673,0.04979339,-0.012632115,0.006677583,0.072028324,-0.006821141,-0.02249147,-0.07407087,-0.08228659,-0.081937805,-0.06483996,0.009031391,0.098049276,0.022257382,-0.09715463,0.08449102,0.08583193,0.06150827,-0.007959849,0.06645484,-0.10052841,0.10988488,-0.0051356405,0.02562717,-0.028248692,0.08963138,-0.09515525,-0.092021145,0.052057117,0.05911307,0.03597117,-0.047372706,-0.05818497,-0.0722743,0.08041327,0.025340643,0.07834268,0.07313856,-0.05990056,0.012582943,-0.09260022,0.04176106,-0.078947075,0.09080553,-0.03838182,-0.085951924,-0.021344338,0.059424758,-0.00877759,0.07474714,0.09669701,-0.032355826,-0.06782181,0.056328148
-0.04399343,-0.053950384,0.06941253,0.016743895,0.098886535,-0.07750628,-0.051904004,-0.09311343,-0.09131672,0.019054402,-0.09088506,-0.09417306,-0.0031331999,0.0031880594,-0.07202887,0.078822464,0.07855644,-0.014805737,-0.01309217,-0.06014289,0.069868304,0.0778918,-0.04342604,-0.010302158,0.0009541409,-0.08763905,0.0918286,0.06089912,-0.0058179125,-0.059919514,9.397592e-05,-0.090254985,0.00013385102,0.05977711,-0.027303105,-0.020668337,-0.0057924427,0.013199489,0.04927287,0.092261754,0.044148672,0.080428414,-0.03589926,0.05625282,-0.09261138,0.043984942,-0.057230357,-0.014948865,0.022535503,0.039580073,-0.010928029,0.07314986,-0.05270257,-0.07175723,0.06978489,-0.049459737,0.005739747,-0.02856165,0.08645381,-0.023436086,-0.09547131,0.0060045742,-0.07954675,0.06270691
-0.043047834,0.06271348,-0.07143659,-0.030663978,-0.0020919554,-0.00058434694,0.010533022,-0.07151526,-0.005478534,-0.10456119,0.05042217,0.09627146,-0.0708004,0.07639533,0.03767373,-0.0914656,-0.09081588,0.096037716,-0.07119495,-0.08748188,-0.011843421,-0.00233755,0.062611595,0.10817917,0.012282765,-0.06588212,0.09851329,0.024992445,-0.0344813,-0.042928893,-0.059776686,-0.012028596,-0.09013798,0.08821217,0.026348682,-0.08614468,-0.0825555,0.09597189,0.07450397,-0.006779861,0.05638891,0.01405632,-0.013152261,-0.053301726,-0.055059332,-0.0917113,0.066872835,-0.048934393,0.004326001,-3.30599e-05,-0.0609968,0.090446964,-0.090236366,-0.072467804,0.062587164,0.05324904,0.06543034,0.024323186,-0.0638595,-0.057923585,0.013254096,0.04065872,-0.07680981,-0.069270015
0.04236683,-0.047686633,0.07962876,0.00029169343,0.05203432,-0.05504719,-0.0022635064,-0.05250612,0.05231196,-0.044468917,0.007813677,0.07988949,0.077038035,-0.011269751,0.06591738,0.019894442,0.035612244,0.009486684,-0.07408372,-0.017112145,-0.06979697,-0.052653138,0.05954065,-0.017841257,-0.011255191,-0.044458013,0.038218904,0.06438428,-0.061641622,-0.015308881,0.054607507,-0.0037957174,-0.054076213,-0.06743257,0.020458065,0.0069708847,-0.067206055,-0.03873493,0.07311207,0.055688404,0.008347854,0.033379205,0.086781554,0.053533465,-0.043281876,0.074650176,0.08058928,0.08361272,0.004147376,-0.052138764,0.01407842,-0.07334919,-0.06980002,-0.05472301,0.0047560064,-0.020734917,0.073711544,-0.014709878,-0.06493733,-0.043907363,0.07632307,0.040945373,-0.051916637,0.0216637
0.09305073,0.025306106,-0.083000645,0.059407827,0.090124615,0.07128975,-0.0024836112,-0.0015028864,-0.07103114,-0.0571359,-0.0500477,0.0030386676,-0.02836845,0.030258598,0.032643802,0.004575391,0.08598434,-0.03468262,0.00901088,0.01002933,-0.041938394,-0.013674783,0.018306963,0.06581726,-0.06830913,0.091755815,0.067062795,0.096654825,0.07136903,-0.048213113,0.087379985,0.006581604,-0.04053568,0.05532373,0.026784899,0.051288877,0.058020916,0.024869436,0.07783467,0.003393247,-0.022987202,0.0865435,0.060945623,0.034427397,-0.074428834,0.08803949,0.07659495,0.013006491,-0.08599424,-0.015014077,-0.054383572,-0.08359356,-0.060572557,-0.094940476,0.07006503,-0.06282576,-0.0076944917,-0.029049294,-0.05701281,0.051206637,0.06323585,-0.046205945,0.07407593,0.009634105
0.073278815,-0.064670414,-0.055940673,0.07810654,0.05751282,0.083543345,0.026096141,0.035241533,0.00565573,-0.009394284,0.08468981,-0.06750556,0.052698683,-0.025874007,0.062732905,0.018159475,-0.034062132,0.09317481,0.07391115,0.08977711,0.057720914,-0.0348716,-0.04302741,-0.0873458,0.022921864,0.068918854,0.07863973,0.014640305,0.04227617,0.079956606,-0.00076542376,-0.06997553,0.040151004,0.02139711,0.012019043,-0.095939405,-0.011617342,-0.050769944,0.05819558,0.088870786,0.09046073,0.009090199,-0.057251163,-0.090459034,0.090872,-0.029976057,0.0858935,0.0057324455,-0.027666103,0.07878694,0.051927865,-0.033607904,0.0132334,-0.010384596,0.05135382,0.007347181,0.05600851,-0.06803562,-0.09607061,-0.051505532,-0.022266673,-0.088279456,-0.057290543,-0.010617762
0.065212496,-0.068851866,-0.09250682,0.0002493189,0.047422364,0.011499942,-0.092190735,-0.030107899,-0.014792238,0.0030166716,0.015376645,-0.091899864,-0.078245424,0.066099554,-0.09986358,0.05554087,0.06910363,-0.08141022,-0.018795235,-0.050989844,0.10486427,-0.0002662065,0.026411831,-0.006136182,-0.050233968,-0.0979789,-0.098855995,0.07455562,0.09536114,0.009674199,-0.07479905,-0.093905486,-0.03793551,-0.067309566,-0.051233016,-0.053113833,-0.002474666,0.020372132,-0.05726902,-0.08736235,-0.06609791,-0.081822984,-0.07386837,-0.063500546,-0.0787631,0.08414433,0.06703386,-0.00026637022,-0.041336235,0.03170579,-0.07093292,-0.067804314,0.07238884,0.103595965,-0.07598895,0.06289387,-0.0021561251,0.023435649,-0.008662511,-0.040311135,0.0070801415,0.08229557,0.04596861,0.06510727
0.0685343,0.06533405,0.025660781,-0.06414854,0.024206772,-0.07137181,0.095232524,-0.06160829,0.015472787,0.021159768,-0.045161493,0.022673178,0.06571422,-0.07032228,0.047328226,0.019340022,-0.0002870729,-0.097378165,0.039187912,-0.05045536,-0.09820787,-0.031467017,0.061586242,-0.08437446,-0.0037495769,-0.07176335,-0.07230698,0.06905067,0.019212298,0.020998528,-0.046292156,0.08082298,0.066856824,-0.08556755,0.022542978,-0.10262998,-0.08693238,-0.092522174,0.082408465,-0.0007317534,0.016653117,0.036452085,-0.008980865,0.081690386,0.10612118,0.036559626,0.06414382,-0.027843216,0.046820585,0.007637583,-0.10119398,0.10122701,-0.034242257,0.06813813,0.07369622,0.0975024,-0.059010744,0.04039047,-0.017977793,0.007817968,0.069109954,0.0526982,0.031306837,-0.01797745
-0.10826323,-0.07505959,-0.06419294,0.06689622,-0.0036319937,-0.013795509,-0.00013757407,-0.06386275,-0.085821085,-0.0521593,0.0064375764,0.057634924,0.081004046,-0.057778243,-0.016223533,0.07858176,0.08575891,0.06040203,0.047284964,-0.02835082,0.082693815,-0.062690966,-0.016024556,0.07620071,-0.09424076,-0.052536767,0.011517023,0.005379534,-0.06655431,0.0716018,-0.07751105,0.06898439,-0.09361009,-0.09708561,0.08913066,0.056270678,0.09785792,-0.07471164,0.06320779,-0.0063648545,-0.05594678,-0.059392955,-0.025230804,0.039695147,0.07619961,0.09705435,0.042048886,-0.002244453,-0.011592684,0.07720886,0.06793594,0.00038288548,0.0731264,0.080009736,-0.019836986,0.031204231,-0.044307176,-0.07233563,0.0908679,-0.003128697,0.03463903,-0.07140554,0.045102254,0.06967372
-0.068203665,0.05625087,0.016884668,-0.020969972,-0.0009847216,-0.06958117,0.07337052,-0.06909376,0.012311667,-0.008358939,-0.06450758,0.0009562236,-0.04051538,0.08405999,0.09301204,0.05777329,0.097520955,0.017801145,0.09102372,-0.02451608,-0.04616951,-0.05739594,-0.0899452,0.00875445,0.0674007,-0.027056064,0.09459397,-0.014697709,0.07863836,0.0607919,0.018151214,0.06391573,0.05179109,-0.051605448,-0.058011062,-0.00209624,0.076838136,-0.014016799,0.0047054943,0.08370138,-0.007786453,-0.05705762,-0.06694671,-0.06079729,-0.06543173,0.020691846,-0.09991076,-0.06280803,-0.012179172,-0.008820961,0.06955785,-0.056851447,-0.07989016,-0.036801994,0.07931335,0.06622723,-0.089691095,-0.09368279,0.08228305,-0.00049716496,-0.08540358,0.04979403,0.075538725,0.015552066
